Id,ArrivalDate,Arrived,BusinessId,CheckInNow,CheckedInAt,CompanyName,CoworkerBillingName,CoworkerCompanyName,CoworkerCoworkerType,CoworkerEmail,CoworkerFullName,CoworkerId,CoworkerTeamNames,CreatedOn,CustomFields,CustomerNotes,DepartureDate,Email,ExpectedArrival,FullName,HasAgreedTerms,HostApprovalStatus,Index,IsNew,IsTour,LocalizationDetails,Notes,PhoneNumber,SystemId,ToStringText,TourConfirmed,UniqueId,UpdatedBy,UpdatedOn,VisitReason,VisitorCode,VisitorSource
1422920252,,False,1421022733,False,,,,,1,test-002@seeddata.local,Ashley Smith,1423807127,Acme Corp,2026-08-25T19:14:26.7889932Z,,,,visitor-012@seeddata.local,2026-06-15T10:00:00Z,Wayne Page-Carter,False,1,12,False,False,,,,,Wayne Page-Carter,False,e834e577-bcdf-44e1-8535-77609fae47ed,Olena+e2@nexudus.com,2026-08-25T19:14:26.9296152Z,,,1
1422919981,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:14:27.2819224Z,,,,visitor-013@seeddata.local,2026-05-03T14:00:00Z,Alexander Taylor,False,1,13,False,False,,,,,Alexander Taylor,False,bb3746bb-6c1c-49d4-9a19-4664a7ebf6b8,Olena+e2@nexudus.com,2026-08-25T19:14:27.2819224Z,,,1
1422920253,,False,1421022733,False,,,,,1,test-030@seeddata.local,Jessica White,1423806951,Echo Digital,2026-08-25T19:14:27.7729987Z,,,,visitor-014@seeddata.local,2026-09-08T14:00:00Z,Frances Buckley-Ryan,False,1,14,False,False,,,,,Frances Buckley-Ryan,False,39f43deb-8c2b-47be-8757-179b0a20c369,Olena+e2@nexudus.com,2026-08-25T19:14:28.008033Z,,77367,2
1422919982,,False,1421022733,False,,,,,1,test-027@seeddata.local,Irene Wilson,1423807143,Bright Studio,2026-08-25T19:14:28.3288028Z,,,,visitor-015@seeddata.local,2026-06-26T08:00:00Z,Ms Kayleigh Watson,False,1,15,False,False,,,,,Ms Kayleigh Watson,False,0e8a7e6e-bb72-4fda-8a05-b25ebf2fd8a4,Olena+e2@nexudus.com,2026-08-25T19:14:28.3288028Z,,,2
1422919983,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:14:28.9232101Z,,,,visitor-016@seeddata.local,2026-04-24T09:00:00Z,David Anderson,False,1,16,False,False,,,,,David Anderson,False,6733354c-bf10-431a-8638-f06d61f8a6f9,Olena+e2@nexudus.com,2026-08-25T19:14:28.9232101Z,,,1
1422920254,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:14:29.3830435Z,,,,visitor-017@seeddata.local,2026-09-07T08:00:00Z,John Griffiths,False,1,17,False,False,,,,,John Griffiths,False,384d4987-b197-4608-92ff-bf38a6f0622c,Olena+e2@nexudus.com,2026-08-25T19:14:29.5392969Z,,45293,3
1422919984,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:14:29.8457625Z,,,,visitor-018@seeddata.local,2026-08-04T10:00:00Z,Miss Alice Tomlinson,False,1,18,False,False,,,,,Miss Alice Tomlinson,False,66c486cf-1b4f-48f2-a9d4-2a609ea871a0,Olena+e2@nexudus.com,2026-08-25T19:14:29.8457625Z,,,1
1422920255,,False,1421022733,False,,,,,1,test-031@seeddata.local,Ellie Lee,1423807145,CloudNine Labs,2026-08-25T19:14:31.1812783Z,,,,visitor-019@seeddata.local,2026-07-20T11:00:00Z,Simon Cunningham,False,1,19,False,False,,,,,Simon Cunningham,False,e47d7f1b-a541-4b0b-bb5c-99e30833b28c,Olena+e2@nexudus.com,2026-08-25T19:14:31.1812783Z,,,3
1422919985,,False,1421022733,False,,,,,1,test-017@seeddata.local,Leslie Warner,1423807137,Bright Studio,2026-08-25T19:14:31.7221118Z,,,,visitor-020@seeddata.local,2026-07-31T17:00:00Z,Joshua Stewart,False,1,20,False,False,,,,,Joshua Stewart,False,31bd21ab-af60-416a-843b-891cad871e95,Olena+e2@nexudus.com,2026-08-25T19:14:31.7221118Z,,,2
1422920256,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:14:32.2443871Z,,,,visitor-021@seeddata.local,2026-09-13T10:00:00Z,Philip Clarke,False,1,21,False,False,,,,,Philip Clarke,False,2c13c9be-e70c-48e9-ad6d-93848ee17aec,Olena+e2@nexudus.com,2026-08-25T19:14:32.4325601Z,,97896,3
1422920257,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:14:32.7450513Z,,,,visitor-022@seeddata.local,2026-03-04T12:00:00Z,Henry O'Brien,False,1,22,False,False,,,,,Henry O'Brien,False,202b4336-eb03-425c-8198-3e7cdcfcc39b,Olena+e2@nexudus.com,2026-08-25T19:14:32.8856985Z,,,1
1422920258,,False,1421022733,False,,,,,1,test-025@seeddata.local,Jeremy Mellor,1423807142,Bright Studio,2026-08-25T19:14:33.2606875Z,,,,visitor-023@seeddata.local,2026-04-17T09:00:00Z,Leon Davison,False,1,23,False,False,,,,,Leon Davison,False,6aaa830d-9815-4a99-a7e3-d3c51f0ba931,Olena+e2@nexudus.com,2026-08-25T19:14:33.448215Z,,,2
1422919986,,False,1421022733,False,,,,,1,test-041@seeddata.local,Jacqueline Wilson,1423807153,,2026-08-25T19:14:33.7885383Z,,,,visitor-024@seeddata.local,2026-08-23T12:00:00Z,Kayleigh Mitchell,False,1,24,False,False,,,,,Kayleigh Mitchell,False,497103ba-24f9-43a9-b7a6-4e26b5eada0c,Olena+e2@nexudus.com,2026-08-25T19:14:33.7885383Z,,,1
1422919987,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:14:34.2573117Z,,,,visitor-025@seeddata.local,2026-09-17T17:00:00Z,Oliver Edwards-Matthews,False,1,25,False,False,,,,,Oliver Edwards-Matthews,False,eca3ccd3-c381-404e-97af-d5791e36ba02,Olena+e2@nexudus.com,2026-08-25T19:14:34.4291709Z,,44254,2
1422920259,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:14:34.7307856Z,,,,visitor-026@seeddata.local,2026-06-15T13:00:00Z,Victor Patel,False,1,26,False,False,,,,,Victor Patel,False,ce39b8fc-98b7-4644-9660-5a8641078520,Olena+e2@nexudus.com,2026-08-25T19:14:34.8401616Z,,,2
1422919988,,False,1421022733,False,,,,,1,test-042@seeddata.local,Ryan Nelson,1423807154,,2026-08-25T19:14:35.1798613Z,,,,visitor-027@seeddata.local,2026-06-13T15:00:00Z,Eric O'Neill,False,1,27,False,False,,,,,Eric O'Neill,False,91167f69-882f-43f4-a7d9-135af908999f,Olena+e2@nexudus.com,2026-08-25T19:14:35.1798613Z,,,2
1422920260,,False,1421022733,False,,,,,1,test-024@seeddata.local,Dylan Young,1423806948,CloudNine Labs,2026-08-25T19:14:35.7932889Z,,,,visitor-028@seeddata.local,2026-08-26T10:00:00Z,Charlotte Haynes,False,1,28,False,False,,,,,Charlotte Haynes,False,0ddd8545-ad13-4315-a40b-6a70df8486b8,Olena+e2@nexudus.com,2026-08-25T19:14:36.0120513Z,,64323,3
1422920261,,False,1421022733,False,,,,,1,test-047@seeddata.local,Rachael Byrne,1423806954,,2026-08-25T19:14:36.3870517Z,,,,visitor-029@seeddata.local,2026-05-06T17:00:00Z,Martyn Wilson,False,1,29,False,False,,,,,Martyn Wilson,False,97ff98ae-7325-4133-a9d2-b9b2497ffb12,Olena+e2@nexudus.com,2026-08-25T19:14:36.5432777Z,,,2
1422919990,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:15:21.2148527Z,,,,visitor-030@seeddata.local,2026-06-25T14:00:00Z,Sarah Hammond,False,1,30,False,False,,,,,Sarah Hammond,False,991fa3ec-9927-40e6-a9d3-0867df518b49,Olena+e2@nexudus.com,2026-08-25T19:15:21.4804739Z,,,2
1422920263,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:15:21.8606162Z,,,,visitor-031@seeddata.local,2026-05-19T11:00:00Z,Robert Wilson,False,1,31,False,False,,,,,Robert Wilson,False,9dda4c83-e55e-4081-9039-90231ab8ef14,Olena+e2@nexudus.com,2026-08-25T19:15:21.8606162Z,,,2
1422920264,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:15:22.4862801Z,,,,visitor-032@seeddata.local,2026-06-21T11:00:00Z,Maria Bruce,False,1,32,False,False,,,,,Maria Bruce,False,e8b7b007-f908-4a4f-9802-1dad429c1401,Olena+e2@nexudus.com,2026-08-25T19:15:22.4862801Z,,,1
1422920265,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:15:23.0487625Z,,,,visitor-033@seeddata.local,2026-08-16T14:00:00Z,Olivia King,False,1,33,False,False,,,,,Olivia King,False,1503b495-d951-4d08-bc66-6a26574a37d6,Olena+e2@nexudus.com,2026-08-25T19:15:23.189383Z,,,2
1422919991,,False,1421022733,False,,,,,1,test-032@seeddata.local,Jonathan Middleton,1423807146,Delta Ventures,2026-08-25T19:15:23.5443458Z,,,,visitor-034@seeddata.local,2026-06-30T11:00:00Z,Kayleigh Daniels,False,1,34,False,False,,,,,Kayleigh Daniels,False,ef0c6e64-ddc2-4858-a849-4ed67181d516,Olena+e2@nexudus.com,2026-08-25T19:15:23.5443458Z,,,2
1422919992,,False,1421022733,False,,,,,1,test-017@seeddata.local,Leslie Warner,1423807137,Bright Studio,2026-08-25T19:15:24.0912244Z,,,,visitor-035@seeddata.local,2026-07-28T12:00:00Z,Gerard Jones,False,1,35,False,False,,,,,Gerard Jones,False,a6030efc-a506-4d89-a5ba-944232223d5d,Olena+e2@nexudus.com,2026-08-25T19:15:24.0912244Z,,,2
1422919993,,False,1421022733,False,,,,,1,test-034@seeddata.local,Bruce Cross,1423806953,,2026-08-25T19:15:24.6232262Z,,,,visitor-036@seeddata.local,2026-04-28T14:00:00Z,Dr Dennis Bates,False,1,36,False,False,,,,,Dr Dennis Bates,False,461a95b2-e8ef-49e7-8fb6-9c0c476ff926,Olena+e2@nexudus.com,2026-08-25T19:15:24.6232262Z,,,1
1422920266,,False,1421022733,False,,,,,1,test-049@seeddata.local,Wayne Davidson,1423806955,,2026-08-25T19:15:25.1444916Z,,,,visitor-037@seeddata.local,2026-06-27T15:00:00Z,Lydia Williams,False,1,37,False,False,,,,,Lydia Williams,False,1a7637c0-195a-44a2-931f-577a4be11ed8,Olena+e2@nexudus.com,2026-08-25T19:15:25.3007263Z,,,1
1422920267,,False,1421022733,False,,,,,1,test-002@seeddata.local,Ashley Smith,1423807127,Acme Corp,2026-08-25T19:15:25.6601087Z,,,,visitor-038@seeddata.local,2026-04-23T14:00:00Z,Dr Joan Taylor,False,1,38,False,False,,,,,Dr Joan Taylor,False,8b96582e-e604-4d9c-a822-7aeaf2b91a66,Olena+e2@nexudus.com,2026-08-25T19:15:25.6601087Z,,,1
1422919994,,False,1421022733,False,,,,,1,test-020@seeddata.local,Gemma Elliott,1423807139,Bright Studio,2026-08-25T19:15:26.1892656Z,,,,visitor-039@seeddata.local,2026-05-31T15:00:00Z,Hazel Lambert,False,1,39,False,False,,,,,Hazel Lambert,False,6df3a8ad-baa7-44d9-af55-adbe91c269b3,Olena+e2@nexudus.com,2026-08-25T19:15:26.3455357Z,,,3
1422920268,,False,1421022733,False,,,,,1,test-023@seeddata.local,Billy Norton,1423807141,Delta Ventures,2026-08-25T19:15:26.6927262Z,,,,visitor-040@seeddata.local,2026-07-16T13:00:00Z,Adam Long,False,1,40,False,False,,,,,Adam Long,False,19247b7d-f6ec-4a07-8f1d-c8614dc1ed31,Olena+e2@nexudus.com,2026-08-25T19:15:26.8489757Z,,,2
1422919995,,False,1421022733,False,,,,,1,test-030@seeddata.local,Jessica White,1423806951,Echo Digital,2026-08-25T19:15:27.2541501Z,,,,visitor-041@seeddata.local,2026-05-01T11:00:00Z,Leslie Roberts-Griffiths,False,1,41,False,False,,,,,Leslie Roberts-Griffiths,False,d6dc7793-8e8b-42d6-baff-cd52f8dba3c7,Olena+e2@nexudus.com,2026-08-25T19:15:27.2541501Z,,,2
1422920269,,False,1421022733,False,,,,,1,test-013@seeddata.local,Sarah Reed,1423806944,Echo Digital,2026-08-25T19:15:27.800868Z,,,,visitor-042@seeddata.local,2026-09-04T16:00:00Z,Barbara Wilkinson,False,1,42,False,False,,,,,Barbara Wilkinson,False,e5cb2b1c-7f72-4fd9-afad-8f89f8e81990,Olena+e2@nexudus.com,2026-08-25T19:15:28.1290122Z,,98468,2
1422920270,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:15:28.5204549Z,,,,visitor-043@seeddata.local,2026-04-16T11:00:00Z,Kirsty Akhtar,False,1,43,False,False,,,,,Kirsty Akhtar,False,fa2ad760-67bd-4629-be79-5a226b72e645,Olena+e2@nexudus.com,2026-08-25T19:15:28.5204549Z,,,3
1422920271,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:15:29.0836501Z,,,,visitor-044@seeddata.local,2026-07-26T16:00:00Z,Harry Gardiner,False,1,44,False,False,,,,,Harry Gardiner,False,55950228-2e31-4101-bc77-c7e77846ea97,Olena+e2@nexudus.com,2026-08-25T19:15:29.2555146Z,,,2
1422920272,,False,1421022733,False,,,,,1,test-007@seeddata.local,Colin Lloyd,1423807132,Delta Ventures,2026-08-25T19:15:29.5992597Z,,,,visitor-045@seeddata.local,2026-04-25T13:00:00Z,Melissa Mann,False,1,45,False,False,,,,,Melissa Mann,False,c8f086a0-280a-449c-8a6e-b2186c4479db,Olena+e2@nexudus.com,2026-08-25T19:15:29.5992597Z,,,1
1422919996,,False,1421022733,False,,,,,1,test-001@seeddata.local,Stanley Griffiths,1423806940,Acme Corp,2026-08-25T19:15:30.0836304Z,,,,visitor-046@seeddata.local,2026-03-30T12:00:00Z,Mr Peter Riley,False,1,46,False,False,,,,,Mr Peter Riley,False,8d5c78b3-3feb-467f-90c2-7c49ae5329b9,Olena+e2@nexudus.com,2026-08-25T19:15:30.2554791Z,,,3
1422919997,,False,1421022733,False,,,,,1,test-004@seeddata.local,Sian Cox,1423807129,CloudNine Labs,2026-08-25T19:15:30.6148702Z,,,,visitor-047@seeddata.local,2026-08-23T10:00:00Z,Thomas Morgan,False,1,47,False,False,,,,,Thomas Morgan,False,88d04803-5b9d-4a5b-8a3f-368aa8f2b407,Olena+e2@nexudus.com,2026-08-25T19:15:30.6148702Z,,,2
1422920273,,False,1421022733,False,,,,,1,test-049@seeddata.local,Wayne Davidson,1423806955,,2026-08-25T19:15:31.1155507Z,,,,visitor-048@seeddata.local,2026-03-01T17:00:00Z,Mr Jake Stevenson,False,1,48,False,False,,,,,Mr Jake Stevenson,False,5e382aeb-8fe7-496f-8dbe-4fbc3278c18c,Olena+e2@nexudus.com,2026-08-25T19:15:31.1155507Z,,,2
1422919998,,False,1421022733,False,,,,,1,test-031@seeddata.local,Ellie Lee,1423807145,CloudNine Labs,2026-08-25T19:15:31.6317923Z,,,,visitor-049@seeddata.local,2026-04-14T08:00:00Z,Kenneth Taylor,False,1,49,False,False,,,,,Kenneth Taylor,False,b819aace-baa7-48e1-b78e-10456b5fef43,Olena+e2@nexudus.com,2026-08-25T19:15:31.6317923Z,,,2
1422920274,,False,1421022733,False,,,,,1,test-031@seeddata.local,Ellie Lee,1423807145,CloudNine Labs,2026-08-25T19:15:32.1161824Z,,,,visitor-050@seeddata.local,2026-06-08T15:00:00Z,Jennifer Lamb,False,1,50,False,False,,,,,Jennifer Lamb,False,897c4e4b-64dd-4d67-8082-4eef41f272b0,Olena+e2@nexudus.com,2026-08-25T19:15:32.1161824Z,,,1
1422920275,,False,1421022733,False,,,,,1,test-041@seeddata.local,Jacqueline Wilson,1423807153,,2026-08-25T19:15:32.6161602Z,,,,visitor-051@seeddata.local,2026-04-05T10:00:00Z,Miss Carole Hussain,False,1,51,False,False,,,,,Miss Carole Hussain,False,733770b4-47c4-4ae8-831e-9b510a40636a,Olena+e2@nexudus.com,2026-08-25T19:15:32.6161602Z,,,3
1422919999,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:15:33.1012681Z,,,,visitor-052@seeddata.local,2026-04-30T09:00:00Z,Ricky Adams-Jones,False,1,52,False,False,,,,,Ricky Adams-Jones,False,9b5b682a-2c81-4887-a82a-8979963232b3,Olena+e2@nexudus.com,2026-08-25T19:15:33.1012681Z,,,2
1422920000,,False,1421022733,False,,,,,1,test-027@seeddata.local,Irene Wilson,1423807143,Bright Studio,2026-08-25T19:15:33.6174893Z,,,,visitor-053@seeddata.local,2026-09-16T17:00:00Z,Stephanie Lloyd,False,1,53,False,False,,,,,Stephanie Lloyd,False,4c7eea53-53d0-40f5-b9bb-07c9babd9ebb,Olena+e2@nexudus.com,2026-08-25T19:15:33.8369207Z,,26298,2
1422920001,,False,1421022733,False,,,,,1,test-034@seeddata.local,Bruce Cross,1423806953,,2026-08-25T19:15:34.1494993Z,,,,visitor-054@seeddata.local,2026-06-19T12:00:00Z,Leah Newman,False,1,54,False,False,,,,,Leah Newman,False,679df548-04b5-4018-b227-71b611ffbbe8,Olena+e2@nexudus.com,2026-08-25T19:15:34.3214129Z,,,2
1422920276,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:15:35.6652391Z,,,,visitor-055@seeddata.local,2026-07-21T17:00:00Z,Sally George,False,1,55,False,False,,,,,Sally George,False,b804231f-4832-41d1-a406-145bf5579901,Olena+e2@nexudus.com,2026-08-25T19:15:35.6652391Z,,,2
1422920277,,False,1421022733,False,,,,,1,test-048@seeddata.local,Danny Hale,1423807159,,2026-08-25T19:15:36.4314803Z,,,,visitor-056@seeddata.local,2026-08-05T11:00:00Z,Shane Kerr,False,1,56,False,False,,,,,Shane Kerr,False,74e9b499-30a9-4ab4-a29f-c318078868c4,Olena+e2@nexudus.com,2026-08-25T19:15:36.4314803Z,,,1
1422920278,,False,1421022733,False,,,,,1,test-006@seeddata.local,Mary Higgins,1423807131,CloudNine Labs,2026-08-25T19:15:36.9471217Z,,,,visitor-057@seeddata.local,2026-04-11T16:00:00Z,Mr Matthew Hunt,False,1,57,False,False,,,,,Mr Matthew Hunt,False,e4119ab5-bb02-42f3-a7ca-46f9308587d8,Olena+e2@nexudus.com,2026-08-25T19:15:36.9471217Z,,,1
1422920002,,False,1421022733,False,,,,,1,test-001@seeddata.local,Stanley Griffiths,1423806940,Acme Corp,2026-08-25T19:15:37.6731914Z,,,,visitor-058@seeddata.local,2026-08-21T17:00:00Z,Lucy Rees,False,1,58,False,False,,,,,Lucy Rees,False,bc259129-6be4-4ef8-a37c-a6d6d5adb39a,Olena+e2@nexudus.com,2026-08-25T19:15:37.8294105Z,,,2
1422920279,,False,1421022733,False,,,,,1,test-003@seeddata.local,Diane Newman,1423807128,Delta Ventures,2026-08-25T19:15:38.1984467Z,,,,visitor-059@seeddata.local,2026-08-25T12:00:00Z,Hazel Taylor,False,1,59,False,False,,,,,Hazel Taylor,False,f06edcfd-08a2-4dcb-8e67-6eeb6f91fd60,Olena+e2@nexudus.com,2026-08-25T19:15:38.1984467Z,,,1
1422920280,,False,1421022733,False,,,,,0,,,,,2026-08-25T19:16:21.7204669Z,,,,visitor-060@seeddata.local,2026-08-20T11:00:00Z,Mrs Ruth Smith,False,1,60,False,False,,,,,Mrs Ruth Smith,False,1b9a1b8f-f3f7-4671-bc08-67ee0be9a936,Olena+e2@nexudus.com,2026-08-25T19:16:21.7204669Z,,,2
