Id,AvailableCredit,BookingIndex,BookingNumber,BookingProducts,BookingVisitors,CancelIfNotCheckedIn,CancelIfNotPaid,ChargeNow,ChargedExtraServices,CheckedInAt,CoworkerBillingName,CoworkerCheckedInAt,CoworkerCheckedOutAt,CoworkerCompanyName,CoworkerCoworkerType,CoworkerExtraServiceChargePeriod,CoworkerExtraServiceCurrencyCode,CoworkerExtraServiceIds,CoworkerExtraServicePrice,CoworkerExtraServiceTotalUses,CoworkerFullName,CoworkerId,CoworkerInvoiceCreditNote,CoworkerInvoiceDraft,CoworkerInvoiceId,CoworkerInvoiceNumber,CoworkerInvoicePaid,CoworkerInvoiceVoid,CoworkerLandLine,CoworkerMobilePhone,CoworkerTeamNames,CreatedOn,CustomFields,DisableConfirmation,DiscountAmount,DiscountCode,DoNotUseBookingCredit,DynamicPriceAdjustment,EstimagedCost,EstimatedCost,EstimatedCostWithProducts,EstimatedExtraService,EstimatedProductCost,ExtraServiceId,ExtraServiceName,FloorPlanDeskId,FloorPlanDeskName,FromTime,IncludeZoomInvite,InternalNotes,Invoice,InvoiceDate,InvoiceNow,InvoiceThisCoworker,Invoiced,IsEvent,IsNew,IsTour,LastMinutePriceAdjustment,LocalizationDetails,MaxOccupancy,MinutesToStart,Notes,Online,OverridePrice,OverrideResourceLimits,PriceFactorDemand,PriceFactorLastMinute,PurchaseOrder,RepeatBooking,RepeatEvery,RepeatOnFridays,RepeatOnMondays,RepeatOnSaturdays,RepeatOnSundays,RepeatOnThursdays,RepeatOnTuesdays,RepeatOnWednesdays,RepeatSeriesUniqueId,RepeatUntil,Repeats,ResourceAllocation,ResourceHideInCalendar,ResourceId,ResourceName,ResourceNoReturnPolicy,ResourceNoReturnPolicyAllResources,ResourceNoReturnPolicyAllUsers,ResourceResourceTypeId,ResourceResourceTypeName,SkipGoogleCalendarUpdate,SystemId,TariffAtTheTimeOfBooking,TeamsAtTheTimeOfBooking,Tentative,ToCancel,ToStringText,ToTime,UniqueId,UpdatedBy,UpdatedOn,WhichBookingsToUpdate
1455638675,0.0,11,190,[],[],False,False,False,,,,,,,Individual,,,,,,Heather Ryan,1423807133,False,False,,,False,False,,,Bright Studio,2026-08-25T19:20:18.062632Z,,False,,,False,,,,,,,,,,,2026-03-23T12:00:00Z,False,,,,False,True,False,False,False,False,,,,-223640,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381596,Meeting Room Beta,,,,1415379774,Meeting Room,False,,Dedicated Desk Monthly,Bright Studio,True,True,Meeting Room Beta (#190),2026-03-23T13:00:00Z,ca27ada1-5740-4562-9c2a-1ea4d115abd3,Olena+e2@nexudus.com,2026-08-25T19:20:18.1251019Z,1
1455638648,0.0,12,191,[],[],False,False,False,,,,,,,Individual,,,,,,Danny Hale,1423807159,False,False,,,False,False,,,,2026-08-25T19:20:18.6734659Z,,False,,,False,,0.0,0.0,,,,,,,,2026-07-22T10:00:00Z,False,,,,False,True,False,False,False,False,,,,-49520,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381597,Meeting Room Gamma,,,,1415379774,Meeting Room,False,,"Hot Desk Monthly, Flex Fortnightly",,False,True,Meeting Room Gamma (#191),2026-07-22T11:00:00Z,e4f733af-b8e4-40b6-8855-a55f6e797f69,Olena+e2@nexudus.com,2026-08-25T19:20:19.048478Z,1
1455638649,0.0,13,192,"[{'BookingId': 1455638649, 'ProductId': 1415477144, 'ProductName': 'AV Equipment', 'ProductPrice': 25.0, 'ProductCurrencyCode': 'EUR', 'InvoiceInMinutes': False, 'Quantity': 1, 'Id': 1417183718, 'UpdatedOn': '2026-08-25T19:20:19.5640801Z', 'CreatedOn': '2026-08-25T19:20:19.5640801Z', 'UniqueId': '7fd219a3-4f97-4529-b8aa-12565ff62b99', 'UpdatedBy': 'Olena+e2@nexudus.com', 'IsNew': False, 'SystemId': None, 'ToStringText': 'AV Equipment', 'LocalizationDetails': None, 'CustomFields': None}]",[],False,False,False,,,,,,,Individual,,,,,,Ellie Lee,1423807145,False,False,,,False,False,,,CloudNine Labs,2026-08-25T19:20:19.5640801Z,,False,,,False,,25.0,25.0,,,,,,,,2026-07-08T10:00:00Z,False,,,,False,True,False,False,False,False,,,,-69680,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381605,Phone Booth 2,,,,1415379674,Phone Booth,False,,"Hot Desk Monthly, Flex Weekly",CloudNine Labs,False,True,Phone Booth 2 (#192),2026-07-08T12:00:00Z,e219e109-d08e-4222-84d2-fef3ec038e5d,Olena+e2@nexudus.com,2026-08-25T19:20:20.0653254Z,1
1455638676,0.0,14,193,"[{'BookingId': 1455638676, 'ProductId': 1415477144, 'ProductName': 'AV Equipment', 'ProductPrice': 25.0, 'ProductCurrencyCode': 'EUR', 'InvoiceInMinutes': False, 'Quantity': 1, 'Id': 1417183391, 'UpdatedOn': '2026-08-25T19:20:20.9771133Z', 'CreatedOn': '2026-08-25T19:20:20.9771133Z', 'UniqueId': '412c1a38-acee-4397-ad2d-c8b9c38278c3', 'UpdatedBy': 'Olena+e2@nexudus.com', 'IsNew': False, 'SystemId': None, 'ToStringText': 'AV Equipment', 'LocalizationDetails': None, 'CustomFields': None}]",[],False,False,False,,,,,,,Individual,,,,,,Leigh Butler,1423806946,False,False,,,False,False,,,Delta Ventures,2026-08-25T19:20:20.9771133Z,,False,,TEAM10,False,,25.0,25.0,,,,,,,,2026-07-18T12:00:00Z,False,,,,False,True,False,False,False,False,,,,-55160,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381599,Meeting Room Epsilon,,,,1415379774,Meeting Room,False,,Dedicated Desk Monthly,Delta Ventures,False,True,Meeting Room Epsilon (#193),2026-07-18T12:30:00Z,079b61d1-d9af-42d5-9930-51bc9fb4327b,Olena+e2@nexudus.com,2026-08-25T19:20:21.6333662Z,1
1455638677,0.0,15,194,[],[],False,False,False,,,,,,,Individual,,,,,,Glen Hawkins,1423807157,False,False,,,False,False,,,,2026-08-25T19:20:22.242752Z,,False,,,False,,0.0,0.0,,,,,,,,2025-12-22T11:00:00Z,False,,,,False,True,False,False,False,False,,,,-354740,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381695,Hot Desk Area D,,,,1415379775,Hot Desk,False,,"Flex Weekly, Dedicated Desk Monthly",,False,True,Hot Desk Area D (#194),2025-12-22T15:00:00Z,2deb8dca-ed5c-40f8-87d9-a005001db171,Olena+e2@nexudus.com,2026-08-25T19:20:22.5872338Z,1
1455638678,0.0,16,195,[],[],False,False,False,,,,,,,Individual,,,,,,Paula Harvey,1423807140,False,False,,,False,False,,,Echo Digital,2026-08-25T19:20:23.0723378Z,,False,,,False,,0.0,0.0,,,,,,,,2026-01-26T19:00:00Z,False,,,,False,True,False,False,False,False,,,,-303860,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381595,Boardroom Alpha,,,,1415379774,Meeting Room,False,,Flex Fortnightly,Echo Digital,False,True,Boardroom Alpha (#195),2026-01-26T19:30:00Z,42f42d6d-84f0-4e9d-8fb9-f7d55ee7e6ba,Olena+e2@nexudus.com,2026-08-25T19:20:23.4317225Z,1
1455638650,0.0,17,196,[],[],False,False,False,,,,,,,Individual,,,,,,Bethany Johnston,1423807156,False,False,,,False,False,,,,2026-08-25T19:20:23.9260508Z,,False,,,False,,0.0,0.0,,,,,,,,2026-04-10T11:00:00Z,False,,,,False,True,False,False,False,False,,,,-197780,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381596,Meeting Room Beta,,,,1415379774,Meeting Room,False,,"Hot Desk Monthly, Flex Fortnightly",,False,True,Meeting Room Beta (#196),2026-04-10T12:00:00Z,632fa2ef-8fca-435f-a80b-4d9eb995f56e,Olena+e2@nexudus.com,2026-08-25T19:20:24.2704783Z,1
1455638680,0.0,18,197,[],[],False,False,False,,,,,,,Individual,,,,,,Megan Taylor,1423806950,False,False,,,False,False,,,CloudNine Labs,2026-08-25T19:20:24.728594Z,,False,,,False,,0.0,0.0,,,,,,,,2026-04-21T17:00:00Z,False,,,,False,True,False,False,False,False,,,,-181580,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381698,Phone Booth 1,,,,1415379674,Phone Booth,False,,Dedicated Desk Monthly,CloudNine Labs,False,True,Phone Booth 1 (#197),2026-04-21T18:00:00Z,6d5b7485-51ef-401e-8ace-179db65f96e5,Olena+e2@nexudus.com,2026-08-25T19:20:25.0896631Z,1
1455638681,0.0,19,198,[],[],False,False,False,,,,,,,Individual,,,,,,Jacob Robinson,1423807144,False,False,,,False,False,,,Delta Ventures,2026-08-25T19:20:25.5739998Z,,False,,,False,,0.0,0.0,,,,,,,,2026-04-27T08:00:00Z,False,,,,False,True,False,False,False,False,,,,-173480,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381601,Hot Desk Area E,,,,1415379775,Hot Desk,False,,"Hot Desk Quarterly, Private Office Annual",Delta Ventures,False,True,Hot Desk Area E (#198),2026-04-27T09:00:00Z,fc0269ea-3b34-4b71-bff4-ddfc77699cf3,Olena+e2@nexudus.com,2026-08-25T19:20:25.8580806Z,1
1455638651,0.0,20,199,[],[],False,False,False,,,,,,,Individual,,,,,,Sarah Reed,1423806944,False,False,,,False,False,,,Echo Digital,2026-08-25T19:20:26.3974938Z,,False,,,False,,0.0,0.0,,,,,,,,2026-08-06T10:00:00Z,False,,,,False,True,False,False,False,False,,,,-27920,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381698,Phone Booth 1,,,,1415379674,Phone Booth,False,,Dedicated Desk Monthly,Echo Digital,False,True,Phone Booth 1 (#199),2026-08-06T12:00:00Z,a838c071-1bb4-4888-9ee1-31b538bd67ef,Olena+e2@nexudus.com,2026-08-25T19:20:26.7888544Z,1
1455638652,0.0,21,200,[],[],False,False,False,,,,,,,Individual,,,,,,Kerry White,1423807136,False,False,,,False,False,,,CloudNine Labs,2026-08-25T19:20:27.3045063Z,,False,,,False,,0.0,0.0,,,,,,,,2025-12-10T16:00:00Z,False,,,,False,True,False,False,False,False,,,,-371720,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381697,Office 104,,,,1415379673,Private Office,False,,Private Office Large,CloudNine Labs,False,True,Office 104 (#200),2025-12-10T17:00:00Z,bc8e1102-4ae4-42fa-a1b9-226d9f7df962,Olena+e2@nexudus.com,2026-08-25T19:20:27.66385Z,1
1455638682,0.0,22,201,[],[],False,False,False,,,,,,,Individual,,,,,,Gemma Ferguson,1423806947,False,False,,,False,False,,,Bright Studio,2026-08-25T19:20:28.2188347Z,,False,,,False,,0.0,0.0,,,,,,,,2026-06-05T18:00:00Z,False,,,,False,True,False,False,False,False,,,,-116720,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381600,Hot Desk Area B,,,,1415379775,Hot Desk,False,,Flex Weekly,Bright Studio,False,True,Hot Desk Area B (#201),2026-06-05T20:00:00Z,4e775e34-4513-456f-9a70-5f6c701264d3,Olena+e2@nexudus.com,2026-08-25T19:20:28.5469744Z,1
1455638653,0.0,23,202,"[{'BookingId': 1455638653, 'ProductId': 1415477144, 'ProductName': 'AV Equipment', 'ProductPrice': 25.0, 'ProductCurrencyCode': 'EUR', 'InvoiceInMinutes': False, 'Quantity': 1, 'Id': 1417183719, 'UpdatedOn': '2026-08-25T19:20:29.0397758Z', 'CreatedOn': '2026-08-25T19:20:29.0397758Z', 'UniqueId': 'c4907ccb-800a-413d-9914-3cefb8a1395a', 'UpdatedBy': 'Olena+e2@nexudus.com', 'IsNew': False, 'SystemId': None, 'ToStringText': 'AV Equipment', 'LocalizationDetails': None, 'CustomFields': None}]",[],False,False,False,,,,,,,Individual,,,,,,Francesca White,1423806943,False,False,,,False,False,,,Delta Ventures,2026-08-25T19:20:29.0397758Z,,False,,,False,,25.0,25.0,,,,,,,,2026-05-16T08:00:00Z,False,,,,False,True,False,False,False,False,,,,-146120,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381696,Office 102,,,,1415379673,Private Office,False,,Private Office Small,Delta Ventures,False,True,Office 102 (#202),2026-05-16T09:00:00Z,78067586-0ea4-4805-aa41-c49895832892,Olena+e2@nexudus.com,2026-08-25T19:20:29.5092065Z,1
1455638654,0.0,24,203,[],[],False,False,False,,,,,,,Individual,,,,,,Stanley Holmes,1423807151,False,False,,,False,False,,,,2026-08-25T19:20:29.9936058Z,,False,,,False,,0.0,0.0,,,,,,,,2025-12-19T15:00:00Z,False,,,,False,True,False,False,False,False,,,,-358820,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381699,Parking Bay P2,,,,1415379675,Parking,False,,Hot Desk Monthly,,False,True,Parking Bay P2 (#203),2025-12-19T23:00:00Z,b4eceab1-46af-4cde-9320-9a12e24dffa4,Olena+e2@nexudus.com,2026-08-25T19:20:30.4154426Z,1
1455638655,0.0,25,204,[],[],False,False,False,,,,,,,Individual,,,,,,Rhys Davies,1423806952,False,False,,,False,False,,,Echo Digital,2026-08-25T19:20:31.009222Z,,False,,,False,,0.0,0.0,,,,,,,,2026-03-09T11:00:00Z,False,,,,False,True,False,False,False,False,,,,-243860,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381603,Office 103,,,,1415379673,Private Office,False,,Flex Fortnightly,Echo Digital,False,True,Office 103 (#204),2026-03-09T19:00:00Z,65103d98-2e1c-4f89-b5cd-e2e18ea43874,Olena+e2@nexudus.com,2026-08-25T19:20:31.416127Z,1
1455638657,0.0,26,205,"[{'BookingId': 1455638657, 'ProductId': 1415477143, 'ProductName': 'Catering - Tea/Coffee', 'ProductPrice': 5.0, 'ProductCurrencyCode': 'EUR', 'InvoiceInMinutes': False, 'Quantity': 1, 'Id': 1417183720, 'UpdatedOn': '2026-08-25T19:20:31.9011885Z', 'CreatedOn': '2026-08-25T19:20:31.9011885Z', 'UniqueId': '5434e273-9d18-4c8a-957a-265cdf1afd62', 'UpdatedBy': 'Olena+e2@nexudus.com', 'IsNew': False, 'SystemId': None, 'ToStringText': 'Catering - Tea/Coffee', 'LocalizationDetails': None, 'CustomFields': None}]",[],False,False,False,,,,,,,Individual,,,,,,Jessica White,1423806951,False,False,,,False,False,,,Echo Digital,2026-08-25T19:20:31.9011885Z,,False,,,False,,5.0,5.0,,,,,,,,2026-04-17T08:00:00Z,False,,,,False,True,False,False,False,False,,,,-187880,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381695,Hot Desk Area D,,,,1415379775,Hot Desk,False,,"Flex Weekly, Hot Desk Quarterly",Echo Digital,False,True,Hot Desk Area D (#205),2026-04-17T09:00:00Z,aeda21fe-1242-4adf-b98d-eea854ce7803,Olena+e2@nexudus.com,2026-08-25T19:20:32.2449578Z,1
1455638683,0.0,27,206,[],[],False,False,False,,,,,,,Individual,,,,,,Paula Harvey,1423807140,False,False,,,False,False,,,Echo Digital,2026-08-25T19:20:32.7372512Z,,False,,,False,,,,,,,,,,,2026-06-11T09:00:00Z,False,,,,False,True,False,False,False,False,,,,-108620,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381699,Parking Bay P2,,,,1415379675,Parking,False,,Flex Fortnightly,Echo Digital,True,True,Parking Bay P2 (#206),2026-06-11T11:00:00Z,7ecf8cfd-28fc-4d46-be7b-4f22490aba5e,Olena+e2@nexudus.com,2026-08-25T19:20:32.8154173Z,1
1455638684,0.0,28,207,[],[],False,False,False,,,,,,,Individual,,,,,,Gemma Elliott,1423807139,False,False,,,False,False,,,Bright Studio,2026-08-25T19:20:33.2841406Z,,False,,,False,,0.0,0.0,,,,,,,,2026-03-17T09:00:00Z,False,,,,False,True,False,False,False,False,,,,-232460,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381693,Hot Desk Area A,,,,1415379775,Hot Desk,False,,Hot Desk Monthly,Bright Studio,False,True,Hot Desk Area A (#207),2026-03-17T10:00:00Z,649cbeb9-f348-4eb0-b348-4212216c6386,Olena+e2@nexudus.com,2026-08-25T19:20:33.5817206Z,1
1455638658,0.0,29,208,[],[],False,False,False,,,,,,,Individual,,,,,,Ryan Nelson,1423807154,False,False,,,False,False,,,,2026-08-25T19:20:34.0743397Z,,False,,,False,,0.0,0.0,,,,,,,,2026-07-21T12:00:00Z,False,,,,False,True,False,False,False,False,,,,-50840,,False,,True,,,,False,,False,False,False,False,False,False,False,,,2,,False,1415381698,Phone Booth 1,,,,1415379674,Phone Booth,False,,"Dedicated Desk Monthly, Private Office Small",,False,True,Phone Booth 1 (#208),2026-07-21T20:00:00Z,f62352dd-8e9d-4ed6-82d1-685fda657eed,Olena+e2@nexudus.com,2026-08-25T19:20:34.3868624Z,1
