Id,BookingUniqueId,CancelledCoworkerInvoiceLineUniqueId,ContractDepositUniqueId,CoworkerChargeUniqueId,CoworkerContractUniqueId,CoworkerDiscountCodeUniqueId,CoworkerExtraServiceName,CoworkerExtraServiceUniqueId,CoworkerInvoiceCreditNote,CoworkerInvoiceCurrencyCode,CoworkerInvoiceDueDate,CoworkerInvoiceId,CoworkerInvoiceInvoiceNumber,CoworkerInvoicePaid,CoworkerInvoicePaidOn,CoworkerProductName,CoworkerProductUniqueId,CoworkerTimePassName,CoworkerTimePassUniqueId,CreatedOn,CreditAmount,CustomFields,Description,DiscountAmount,DiscountCode,DisplayAs,EventAttendeeProductName,EventAttendeeUniqueId,ExtraServiceUniqueId,FinancialAccountCode,FinancialAccountName,GroupedLineUniqueId,IsHidden,IsNew,IsProratedContract,IsUniversalCredit,IssuedByUniqueId,LocalizationDetails,Position,PurchaseOrder,Quantity,Refunded,RefundedAmount,RefundedOn,SaleDate,SubTotal,SystemId,TariffName,TaxAmount,TaxCategoryName,TaxRate,ToStringText,UniqueId,UnitPrice,UpdatedBy,UpdatedOn
1457716401,,,,,,,,,False,EUR,2025-05-07T19:55:23Z,1429950621,INV-0018,True,2025-12-29T20:40:54Z,,,,,2025-05-04T19:55:23Z,0.0,,Summer BBQ: General Admission (Leigh Butler),,,,General Admission,acdcc33e-908a-412d-a071-26a4234103b7,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,3,,1,True,0.0,2026-08-25T20:40:54Z,2026-07-18T12:00:00Z,0.0,,,0.0,[No Tax],0.0,Summer BBQ: General Admission (Leigh Butler),34d8ee2b-b2e6-41b7-80b8-e252a48f043b,0.0,Olena+e2@nexudus.com,2026-08-25T20:41:10Z
1457716402,,,,,,,,,False,EUR,2025-05-07T19:55:23Z,1429950621,INV-0018,True,2025-12-29T20:40:54Z,,,,,2025-05-04T19:55:23Z,0.0,,New Member Orientation: General Admission (Leigh Butler),,,,General Admission,8166254f-64c7-4f87-b066-bec6afc34f45,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,4,,1,True,10.0,2026-08-25T20:40:54Z,2026-07-23T12:00:00Z,10.0,,,0.0,[No Tax],0.0,New Member Orientation: General Admission (Leigh Butler),c7afd232-b3b3-4071-aeaf-f92a99628412,10.0,Olena+e2@nexudus.com,2026-08-25T20:41:10Z
1457716403,,,,,,,,,False,EUR,2025-05-07T19:55:23Z,1429950621,INV-0018,True,2025-12-29T20:40:54Z,,,Half Day Pass,e0244841-3137-4935-aeab-637c8047b7dc,2025-05-04T19:55:23Z,0.0,,Half Day Pass [25/08/2026],,,,,,,,,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,5,,1,True,15.0,2026-08-25T20:40:54Z,2026-08-25T19:49:06Z,15.0,,,0.0,[No Tax],0.0,Half Day Pass [25/08/2026],a339bdfc-06bf-42d3-a52c-0fd922277a33,15.0,Olena+e2@nexudus.com,2026-08-25T20:41:10Z
1457716404,,,,,23fa1f46-b5ce-4acd-9a0f-b4473d61fae1,,,,False,EUR,2023-10-27T19:55:26Z,1429950622,INV-0019,True,2025-03-25T20:40:55Z,,,,,2023-10-24T19:55:26Z,0.0,,Hot Desk Quarterly,,,,,,,MEM-001,Membership Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,0,,1,True,400.0,2026-08-25T20:40:55Z,2023-09-15T22:00:00Z,400.0,,Hot Desk Quarterly,0.0,[No Tax],0.0,Hot Desk Quarterly,891b1a2c-bde7-403c-aa50-2b3def586c06,400.0,Olena+e2@nexudus.com,2026-08-25T20:41:10Z
1457716405,,,,,23fa1f46-b5ce-4acd-9a0f-b4473d61fae1,,,,False,EUR,2023-10-27T19:55:26Z,1429950622,INV-0019,True,2025-03-25T20:40:55Z,Parking Space,06ee99cb-eade-4158-8872-63a01b6745d5,,,2023-10-24T19:55:26Z,0.0,,Parking Space,,,,,,,PRD-001,Product Sales,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,1,,1,True,75.0,2026-08-25T20:40:55Z,2026-07-18T00:00:00Z,75.0,,,0.0,[No Tax],0.0,Parking Space,238f749c-146e-40ab-b996-dcf3787ed860,75.0,Olena+e2@nexudus.com,2026-08-25T20:41:10Z
1457716406,,,,,,,,,False,EUR,2023-10-27T19:55:26Z,1429950622,INV-0019,True,2025-03-25T20:40:55Z,,,Day Pass,13827b07-7f76-44b2-a890-dc297f35e840,2023-10-24T19:55:26Z,0.0,,Day Pass [25/08/2026],,,,,,,,,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,2,,1,True,25.0,2026-08-25T20:40:55Z,2026-08-25T19:48:08Z,25.0,,,0.0,[No Tax],0.0,Day Pass [25/08/2026],e256a7a3-61ec-4ccc-9815-f2765bde8b49,25.0,Olena+e2@nexudus.com,2026-08-25T20:41:10Z
1457716407,,,,,58cae1f6-208f-465a-94fd-3dda8406c288,,,,False,EUR,2023-04-12T19:55:27Z,1429950623,INV-0020,True,2024-12-16T20:40:57Z,,,,,2023-04-09T19:55:28Z,0.0,,Hot Desk Monthly,,,,,,,MEM-001,Membership Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,0,,1,True,150.0,2026-08-25T20:40:56Z,2023-03-08T22:00:00Z,150.0,,Hot Desk Monthly,0.0,[No Tax],0.0,Hot Desk Monthly,1892db86-e44c-4673-acbf-6c91aff9748a,150.0,Olena+e2@nexudus.com,2026-08-25T20:41:11Z
1457716408,,,,,58cae1f6-208f-465a-94fd-3dda8406c288,,,,False,EUR,2023-04-12T19:55:27Z,1429950623,INV-0020,True,2024-12-16T20:40:57Z,Mail Handling,9e675528-6c59-437c-83b3-ee0db66cc7a1,,,2023-04-09T19:55:28Z,0.0,,Mail Handling,,,,,,,PRD-001,Product Sales,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,1,,1,True,20.0,2026-08-25T20:40:56Z,2026-07-25T00:00:00Z,20.0,,,0.0,[No Tax],0.0,Mail Handling,1ad16c1d-d03a-4f65-bbd0-ceb8e1c6b73d,20.0,Olena+e2@nexudus.com,2026-08-25T20:41:11Z
1457716409,,,,,,,,,False,EUR,2023-04-12T19:55:27Z,1429950623,INV-0020,True,2024-12-16T20:40:57Z,,,,,2023-04-09T19:55:28Z,0.0,,Yoga Wednesday: General Admission (Dylan Young),,,,General Admission,d35ceb69-f389-401b-a84e-228c5e821921,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,2,,1,True,15.0,2026-08-25T20:40:56Z,2026-07-17T12:00:00Z,15.0,,,0.0,[No Tax],0.0,Yoga Wednesday: General Admission (Dylan Young),e26fe173-28a4-4954-93b6-428a05f8983d,15.0,Olena+e2@nexudus.com,2026-08-25T20:41:11Z
1457716410,,,,,,,,,False,EUR,2023-04-12T19:55:27Z,1429950623,INV-0020,True,2024-12-16T20:40:57Z,,,Day Pass,dc70cc29-8363-460f-b439-e1c9929ffac1,2023-04-09T19:55:28Z,0.0,,Day Pass [25/08/2026],,,,,,,,,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,3,,1,True,25.0,2026-08-25T20:40:56Z,2026-08-25T19:49:06Z,25.0,,,0.0,[No Tax],0.0,Day Pass [25/08/2026],def8efae-5cee-462f-89a2-efb44040304e,25.0,Olena+e2@nexudus.com,2026-08-25T20:41:11Z
1457716411,,,,,,,,,False,EUR,2023-04-12T19:55:27Z,1429950623,INV-0020,True,2024-12-16T20:40:57Z,Mail Handling,4ab663b1-3fa2-4405-b136-1677ac55c53a,,,2023-04-09T19:55:28Z,0.0,,Mail Handling,,,,,,,PRD-001,Product Sales,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,4,,1,True,20.0,2026-08-25T20:40:56Z,2026-08-25T19:49:18Z,20.0,,,0.0,[No Tax],0.0,Mail Handling,22523d4d-f6d6-4667-b129-e0e6b3bcfc27,20.0,Olena+e2@nexudus.com,2026-08-25T20:41:11Z
1457716412,,,,,1080208f-20a1-40c8-8477-0548758ede29,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,,,,,2023-07-02T19:55:32Z,0.0,,Dedicated Desk Monthly,,,,,,,MEM-001,Membership Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,0,,1,False,,,2022-02-27T22:00:00Z,350.0,,Dedicated Desk Monthly,0.0,[No Tax],0.0,Dedicated Desk Monthly,5bdf4210-2e32-4ce7-b123-acb92d2c5f30,350.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716413,,,,,,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,,,,,2023-07-02T19:55:32Z,0.0,,Weekly Networking Lunch: General Admission (Megan Taylor),,,,General Admission,c45bcc1b-df4c-4840-ad7f-6f643ec1fa2a,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,1,,1,False,,,2026-07-10T17:00:00Z,10.0,,,0.0,[No Tax],0.0,Weekly Networking Lunch: General Admission (Megan Taylor),b93d51ac-e901-4002-96f5-8d226843eacf,10.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716414,,,,,,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,,,,,2023-07-02T19:55:32Z,0.0,,New Member Orientation: General Admission (Megan Taylor),,,,General Admission,ec3c0373-08ba-478f-8db0-cac94d1c2d83,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,2,,1,False,,,2026-07-23T12:00:00Z,10.0,,,0.0,[No Tax],0.0,New Member Orientation: General Admission (Megan Taylor),f8499477-1a77-4ce3-bf66-84bcad2f19d0,10.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716415,,,,,,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,,,Day Pass,ebb52327-597d-4a64-aade-fb7e31043627,2023-07-02T19:55:32Z,0.0,,Day Pass [25/08/2026],,,,,,,,,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,3,,1,False,,,2026-08-25T19:48:06Z,25.0,,,0.0,[No Tax],0.0,Day Pass [25/08/2026],af0f46c6-92a1-4550-bfdc-76dca343c7d2,25.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716416,,,,,,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,Storage Locker,98a2d6b0-9e04-4870-b531-1345a2cd6b12,,,2023-07-02T19:55:32Z,0.0,,Storage Locker,,,,,,,PRD-001,Product Sales,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,4,,1,False,,,2026-08-25T19:49:11Z,30.0,,,0.0,[No Tax],0.0,Storage Locker,aa50b8db-3cb6-4f68-8ac3-0eff6d19d503,30.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716417,,,,,,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,,,,,2023-07-02T19:55:32Z,0.0,,Q3 Town Hall: General Admission (Megan Taylor),,,,General Admission,5e2331db-c65b-4f8a-a38a-a86bf808c93a,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,5,,1,False,,,2026-11-21T12:00:00Z,0.0,,,0.0,[No Tax],0.0,Q3 Town Hall: General Admission (Megan Taylor),b42bf181-7d90-44ca-82fd-d172ba10a55c,0.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716418,,,,,,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,,,,,2023-07-02T19:55:32Z,0.0,,Book Club: General Admission (Megan Taylor),,,,General Admission,9f060dd7-b75a-4a1d-9988-e2056e8d817f,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,6,,1,False,,,2026-11-22T18:00:00Z,25.0,,,0.0,[No Tax],0.0,Book Club: General Admission (Megan Taylor),b15f2951-5ee7-4d52-b7ce-bf7dd766f4d7,25.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716419,,,,,,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,,,,,2023-07-02T19:55:32Z,0.0,,Demo Day: General Admission (Megan Taylor),,,,General Admission,7fb9a9a4-d23b-45e9-afa3-6c8cc616d33c,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,7,,1,False,,,2026-12-08T09:00:00Z,0.0,,,0.0,[No Tax],0.0,Demo Day: General Admission (Megan Taylor),1136a672-f250-4808-baf8-534f4e275901,0.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716420,,,,,,,,,False,EUR,2023-07-05T19:55:32Z,1429950624,INV-0022,True,2023-07-02T19:59:17Z,,,,,2023-07-02T19:55:32Z,0.0,,Holiday Party: General Admission (Megan Taylor),,,,General Admission,16de1f72-b3ec-4016-b19b-b69b32bf8394,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,8,,1,False,,,2026-12-11T18:00:00Z,25.0,,,0.0,[No Tax],0.0,Holiday Party: General Admission (Megan Taylor),19c5603e-e98b-439f-84e7-67507ffcde7b,25.0,Olena+e2@nexudus.com,2026-08-25T20:41:12Z
1457716421,,,,,27d40a66-cc2f-4b36-856b-8499859b7478,,,,False,EUR,2025-07-16T19:55:34Z,1429950625,INV-0023,True,2025-07-13T19:59:18Z,,,,,2025-07-13T19:55:34Z,0.0,,Dedicated Desk Monthly,,,,,,,MEM-001,Membership Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,0,,1,False,,,2024-03-19T22:00:00Z,350.0,,Dedicated Desk Monthly,0.0,[No Tax],0.0,Dedicated Desk Monthly,ea07249f-6c0d-417f-9cbf-0b819c507669,350.0,Olena+e2@nexudus.com,2026-08-25T20:41:13Z
1457716422,,,,,,,,,False,EUR,2025-07-16T19:55:34Z,1429950625,INV-0023,True,2025-07-13T19:59:18Z,,,,,2025-07-13T19:55:34Z,0.0,,Monthly All-Hands: General Admission (Jessica Dixon),,,,General Admission,d4981fc6-3a62-4055-a143-66ec5cf4b0fc,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,1,,1,False,,,2026-07-10T09:00:00Z,25.0,,,0.0,[No Tax],0.0,Monthly All-Hands: General Admission (Jessica Dixon),447fb650-ca8f-41b4-8bb0-e3d23451934a,25.0,Olena+e2@nexudus.com,2026-08-25T20:41:13Z
1457716423,,,,,,,,,False,EUR,2025-07-16T19:55:34Z,1429950625,INV-0023,True,2025-07-13T19:59:18Z,,,,,2025-07-13T19:55:34Z,0.0,,Demo Day: General Admission (Jessica Dixon),,,,General Admission,ea641c4d-5da9-49f7-baed-3215c14a4201,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,2,,1,False,,,2026-12-08T09:00:00Z,0.0,,,0.0,[No Tax],0.0,Demo Day: General Admission (Jessica Dixon),72f14d9c-5d89-40aa-8983-6e9285de95a2,0.0,Olena+e2@nexudus.com,2026-08-25T20:41:13Z
1457716424,,,,,c00a93a6-9bbb-4b8e-afa4-85f016600c9c,,,,False,EUR,2023-01-04T19:55:35Z,1429950626,INV-0024,True,2023-01-01T19:59:19Z,,,,,2023-01-01T19:55:36Z,0.0,,Hot Desk Monthly,,,,,,,MEM-001,Membership Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,0,,1,False,,,2021-08-13T22:00:00Z,150.0,,Hot Desk Monthly,0.0,[No Tax],0.0,Hot Desk Monthly,08973684-4044-43d6-8d2d-bf05ec1ab759,150.0,Olena+e2@nexudus.com,2026-08-25T20:41:14Z
1457716425,,,,,,,,,False,EUR,2023-01-04T19:55:35Z,1429950626,INV-0024,True,2023-01-01T19:59:19Z,,,Day Pass,ed0ebbd6-b78c-43c5-b707-7b6fbc3d618d,2023-01-01T19:55:36Z,0.0,,Day Pass [25/08/2026],,,,,,,,,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,1,,1,False,,,2026-08-25T19:48:56Z,25.0,,,0.0,[No Tax],0.0,Day Pass [25/08/2026],73b88ee4-c6dc-4ca6-bcd0-9c0e31f892d2,25.0,Olena+e2@nexudus.com,2026-08-25T20:41:14Z
1457716426,,,,,,,,,False,EUR,2023-01-04T19:55:35Z,1429950626,INV-0024,True,2023-01-01T19:59:19Z,,,,,2023-01-01T19:55:36Z,0.0,,Product Demo Night: General Admission (Stanley Holmes),,,,General Admission,81cf2f7a-f292-4781-b6cf-1436f70a5293,,EVT-001,Event Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,2,,1,False,,,2026-11-26T18:00:00Z,10.0,,,0.0,[No Tax],0.0,Product Demo Night: General Admission (Stanley Holmes),dc4aba1e-0beb-44f0-bb0e-50a88744330b,10.0,Olena+e2@nexudus.com,2026-08-25T20:41:14Z
1457714917,,,,,,,,,False,EUR,2023-01-26T19:54:42Z,1429950716,INV-0001,False,,Parking Space,e7dcb416-4d58-46a9-92a3-60e964bb03a3,,,2023-01-23T19:54:42Z,0.0,,Parking Space,,,,,,,PRD-001,Product Sales,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,2,,1,False,,,2026-08-25T19:49:08Z,75.0,,,0.0,[No Tax],0.0,Parking Space,ae3cd987-c73f-44d3-9fb9-fcb4f1845fdf,75.0,Olena+e2@nexudus.com,2026-08-25T20:40:58Z
1457714918,,,,,,,,,False,EUR,2026-01-10T19:54:45Z,1429950717,INV-0002,False,,Mail Handling,69a8c896-c1b8-4178-bb0c-b91f17d48a6e,,,2026-01-07T19:54:45Z,0.0,,Mail Handling,,,,,,,PRD-001,Product Sales,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,3,,1,False,,,2026-08-25T19:49:13Z,20.0,,,0.0,[No Tax],0.0,Mail Handling,6dbe0d19-24d7-4758-9a01-5c4fbf369a77,20.0,Olena+e2@nexudus.com,2026-08-25T20:40:59Z
1457714919,,,,,,,,,False,EUR,2026-07-07T19:54:46Z,1429950718,INV-0003,False,,Storage Locker,939f6287-e099-41b1-bc5f-4a3e5e1eb808,,,2026-07-04T19:54:46Z,0.0,,Storage Locker,,,,,,,PRD-001,Product Sales,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,4,,1,False,,,2026-08-25T19:49:12Z,30.0,,,0.0,[No Tax],0.0,Storage Locker,9d06171d-a078-4ca3-b410-c14d3c91bdaf,30.0,Olena+e2@nexudus.com,2026-08-25T20:40:59Z
1457714920,,,,b4ae2474-7c6c-49ee-ac86-91ce23739b94,60220ba8-8c23-4162-87fb-4501cabf33b0,,,,False,EUR,2025-02-10T19:54:48Z,1429950719,INV-0004,False,,,,,,2025-02-07T19:54:48Z,0.0,,Hot Desk Quarterly (Tracy Harrison),0.0,,,,,,MEM-001,Membership Revenue,,False,False,False,False,e04f71a2-c16f-4b29-ab48-6e5869c3476e,,0,,1,False,,,2023-09-12T23:00:00Z,361.68,,Hot Desk Quarterly,0.0,[No Tax],0.0,Hot Desk Quarterly (Tracy Harrison),d350e510-c247-4aa2-b1c2-8df14a3e604e,361.68,Olena+e2@nexudus.com,2026-08-25T20:41:00Z
