Id,AiChannelSessionId,AiProcessingResult,BusinessId,ClearImageFile,Closed,ClosedOn,CoworkerFullName,CoworkerId,CreatedOn,CustomFields,FirstResponseTimeInMinutes,HelpDeskDepartmentId,HelpDeskDepartmentName,HelpDeskIndex,ImageFileName,IsNew,LocalizationDetails,MessageText,MinutesToClose,NewImageUrl,OwnerFullName,OwnerId,Priority,Subject,SupportIssueCategory,SystemId,ToStringText,UniqueId,UpdatedBy,UpdatedOn
1416050816,,1,1421022733,False,True,2026-08-25T19:53:07.1876757Z,Jacob Robinson,1423807144,2026-08-25T19:53:07.1876757Z,,,1414804970,Facilities,11,,False,,Locker jammed. Please look into this when you get a chance.,0.0,,,,3,Locker jammed,,,Locker jammed,2ae85bcd-5ace-4c94-87b9-65b8b99e84fd,Olena+e2@nexudus.com,2026-08-25T19:53:07.2033091Z
1416050817,,1,1421022733,False,False,,Gerald Richardson,1423807152,2026-08-25T19:53:07.6258955Z,,,1414804869,IT Support,12,,False,,Printer not responding. Please look into this when you get a chance.,,,,,1,Printer not responding,,,Printer not responding,17222a16-ae57-47fd-b7c6-60e7e6fec49a,Olena+e2@nexudus.com,2026-08-25T19:53:07.6258955Z
1416050818,,1,1421022733,False,True,2026-08-25T19:53:07.9852616Z,Tracy Harrison,1423807135,2026-08-25T19:53:07.9852616Z,,,1414804869,IT Support,13,,False,,Laptop won't turn on. Please look into this when you get a chance.,0.0,,,,1,Laptop won't turn on,,,Laptop won't turn on,0b985965-bde9-4fac-8599-9de35d9fbf8d,Olena+e2@nexudus.com,2026-08-25T19:53:07.9852616Z
1416050819,,1,1421022733,False,True,2026-08-25T19:53:08.3452675Z,Suzanne Phillips,1423807155,2026-08-25T19:53:08.3452675Z,,,1414804970,Facilities,14,,False,,Locker jammed. Please look into this when you get a chance.,0.0,,,,1,Locker jammed,,,Locker jammed,37bc2a6a-7ec7-4717-8a03-ff381d2c42f9,Olena+e2@nexudus.com,2026-08-25T19:53:08.3608985Z
1416050416,,1,1421022733,False,False,,Billy Norton,1423807141,2026-08-25T19:53:08.7792682Z,,,1414804970,Facilities,15,,False,,Parking gate not opening. Please look into this when you get a chance.,,,,,2,Parking gate not opening,,,Parking gate not opening,6f7a32d7-fbf5-4765-b76c-e93e11a06118,Olena+e2@nexudus.com,2026-08-25T19:53:08.7792682Z
1416050820,,1,1421022733,False,True,2026-08-25T19:53:09.235891Z,Dylan Young,1423806948,2026-08-25T19:53:09.235891Z,,,1414804869,IT Support,16,,False,,Laptop won't turn on. Please look into this when you get a chance.,0.0,,,,2,Laptop won't turn on,,,Laptop won't turn on,2a237bbb-73df-4bbf-b9d0-10b078c7f242,Olena+e2@nexudus.com,2026-08-25T19:53:09.2515052Z
1416050417,,1,1421022733,False,True,2026-08-25T19:53:09.5917695Z,Stanley Holmes,1423807151,2026-08-25T19:53:09.5917695Z,,,1414804869,IT Support,17,,False,,VPN connection issues. Please look into this when you get a chance.,0.0,,,,2,VPN connection issues,,,VPN connection issues,83338d34-2e8a-4318-a2c5-26e563fbd457,Olena+e2@nexudus.com,2026-08-25T19:53:09.6073936Z
1416050821,,1,1421022733,False,True,2026-08-25T19:53:09.9396262Z,Megan Taylor,1423806950,2026-08-25T19:53:09.9396262Z,,,1414804870,Billing,18,,False,,Wrong charge on invoice. Please look into this when you get a chance.,0.0,,,,3,Wrong charge on invoice,,,Wrong charge on invoice,bd1e8dc4-368d-4cf5-8f6b-d07ed995411c,Olena+e2@nexudus.com,2026-08-25T19:53:09.9552719Z
1416050418,,1,1421022733,False,True,2026-08-25T19:53:10.3423925Z,Rhys Davies,1423806952,2026-08-25T19:53:10.3423925Z,,,1414804869,IT Support,19,,False,,Laptop won't turn on. Please look into this when you get a chance.,0.0,,,,3,Laptop won't turn on,,,Laptop won't turn on,ba7df979-d6a4-45f6-8b52-d96401712714,Olena+e2@nexudus.com,2026-08-25T19:53:10.3581265Z
1416050822,,1,1421022733,False,True,2026-08-25T19:53:10.7846649Z,Chelsea Powell,1423807160,2026-08-25T19:53:10.7846649Z,,,1414804970,Facilities,20,,False,,Locker jammed. Please look into this when you get a chance.,0.0,,,,2,Locker jammed,,,Locker jammed,79e1edfd-2ec7-4c14-a2ef-bcc86448fdf7,Olena+e2@nexudus.com,2026-08-25T19:53:10.8002739Z
1416050823,,1,1421022733,False,False,,Heather Ryan,1423807133,2026-08-25T19:53:11.1440709Z,,,1414804870,Billing,21,,False,,Missing receipt. Please look into this when you get a chance.,,,,,3,Missing receipt,,,Missing receipt,de8dbf82-a86c-4683-a2ad-32fdffd27a3c,Olena+e2@nexudus.com,2026-08-25T19:53:11.1440709Z
1416050824,,1,1421022733,False,True,2026-08-25T19:53:11.5190232Z,Gemma Ferguson,1423806947,2026-08-25T19:53:11.5190232Z,,,1414804870,Billing,22,,False,,Missing receipt. Please look into this when you get a chance.,0.0,,,,1,Missing receipt,,,Missing receipt,f274e0f9-a79f-4f34-9400-988c2b13ceda,Olena+e2@nexudus.com,2026-08-25T19:53:11.5190232Z
1416050419,,1,1421022733,False,True,2026-08-25T19:53:11.9056319Z,Charles Kelly,1423807158,2026-08-25T19:53:11.9056319Z,,,1414804869,IT Support,23,,False,,Printer not responding. Please look into this when you get a chance.,0.0,,,,2,Printer not responding,,,Printer not responding,de37133e-fd83-4e2c-89ed-8c7921ddce7e,Olena+e2@nexudus.com,2026-08-25T19:53:11.9056319Z
1416050825,,1,1421022733,False,True,2026-08-25T19:53:12.3477633Z,Samantha Quinn,1423807134,2026-08-25T19:53:12.3477633Z,,,1414804869,IT Support,24,,False,,VPN connection issues. Please look into this when you get a chance.,0.0,,,,2,VPN connection issues,,,VPN connection issues,99a5d4fb-a8c2-4b71-80ff-2c47fb7fbc34,Olena+e2@nexudus.com,2026-08-25T19:53:12.363381Z
1416050420,,1,1421022733,False,True,2026-08-25T19:53:12.702514Z,Francesca White,1423806943,2026-08-25T19:53:12.702514Z,,,1414804869,IT Support,25,,False,,Printer not responding. Please look into this when you get a chance.,0.0,,,,1,Printer not responding,,,Printer not responding,88fb0ed6-cff2-4f33-81fd-6751b87a49e7,Olena+e2@nexudus.com,2026-08-25T19:53:12.7181357Z
