Id,Active,AddedDesks,AddedVariants,AddressChecksDueOn,ApplyProRating,BillingDay,CancelTeamContracts,CancellationDate,CancellationLimitDays,CancellationNotes,CancellationReason,Cancelled,ContractIndex,ContractTerm,CourseMemberUniqueId,CoworkerActive,CoworkerBillingName,CoworkerCompanyName,CoworkerCoworkerType,CoworkerEmail,CoworkerFullName,CoworkerId,CreatedOn,CustomFields,DeliveryHandlingPreferenceChecks,DeliveryHandlingPreferenceMail,DeliveryHandlingPreferenceParcels,DeliveryHandlingPreferencePublicity,DeliveryInstructions,DepositProductNames,DeskAreas,DeskCapacity,DeskPrice,DeskSize,Desks,DurationInDays,DurationInMonths,DurationInWeeks,FloorPlanDeskAreas,FloorPlanDeskIds,FloorPlanDeskNames,FloorPlanDeskVariantIds,FloorPlanDeskVariantNames,IdentityChecksDueOn,InPausedPeriod,InPausedPeriodFrom,InPausedPeriodUntil,IncludeSignupFee,InvoiceAdvancedCycles,InvoicedPeriod,IsNew,IssuedByAddress,IssuedById,IssuedByName,LocalizationDetails,MainContract,NextAutoInvoice,NextTariffId,NextTariffName,Notes,PoBoxNumber,Price,PricePlanTermsAccepted,PricePlanTermsAcceptedOn,PriceWithProducts,PriceWithProductsAndDeposits,ProRateCancellation,ProposalContractUniqueId,ProposalUniqueId,PurchaseOrder,Quantity,RemovedDesks,RemovedVariants,RenewalDate,Scenario,Schedules,StartDate,SystemId,TariffCurrencyCode,TariffId,TariffInvoiceEvery,TariffInvoiceEveryWeeks,TariffName,TariffPrice,TermDurationInDays,TermDurationInMonths,TermDurationInWeeks,ToStringText,TotalDeposits,TotalNonRefundableDeposits,TotalPrice,TotalRefundableDeposits,UniqueId,UnitPrice,UpdatedBy,UpdatedOn,Value,Variants
1418966560,True,,,,False,17,False,,,,,False,11,2025-10-21T00:00:00Z,,True,,,Individual,test-008@seeddata.local,Leanne Foster,1423747610,2026-08-24T16:10:35.7746059Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2025-04-21T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415011,Hot Desk Monthly,,,129.5,False,,129.5,129.5,False,,,,1,,,2025-04-21T00:00:00Z,long_term_active,[],2025-04-21T00:00:00Z,,EUR,1415415011,1,0,Hot Desk Monthly,150.0,183.0,6,26.142857142857142,Leanne Foster - Hot Desk Monthly ,,,129.5,,d57e26bb-ee37-4e5a-9129-aa6657e22655,129.5,Olena+e2@nexudus.com,2026-08-24T16:10:35.899559Z,150.0,[]
1418966561,True,,,,False,19,False,,,,,False,12,,,True,,,Individual,test-009@seeddata.local,Heather Ryan,1423749934,2026-08-24T16:10:36.5571696Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2024-11-24T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415111,Dedicated Desk Monthly,,,329.93,False,,329.93,329.93,False,,,,1,,,2024-11-24T00:00:00Z,long_term_active,[],2024-11-24T00:00:00Z,,EUR,1415415111,1,0,Dedicated Desk Monthly,350.0,,,,Heather Ryan - Dedicated Desk Monthly ,,,329.93,,fe361abc-4687-4494-a4da-636c154fe1d7,329.93,Olena+e2@nexudus.com,2026-08-24T16:10:36.8540575Z,350.0,[]
1418966892,True,,,,False,16,False,,,,,False,13,,,True,,,Individual,test-010@seeddata.local,Victor Harrison,1423747911,2026-08-24T16:10:37.8971072Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2024-10-09T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415111,Dedicated Desk Monthly,,,298.76,False,,298.76,298.76,False,,,,1,,,2024-10-09T00:00:00Z,long_term_active,[],2024-10-09T00:00:00Z,,EUR,1415415111,1,0,Dedicated Desk Monthly,350.0,,,,Victor Harrison - Dedicated Desk Monthly ,,,298.76,,95a84d9a-dee5-480f-a907-1d2ab3dbe821,298.76,Olena+e2@nexudus.com,2026-08-24T16:10:38.006482Z,350.0,[]
1418966562,True,,,,False,22,False,,,,,False,14,,,True,,,Individual,test-011@seeddata.local,Samantha Quinn,1423749935,2026-08-24T16:10:39.0585215Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2025-02-04T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415012,Private Office Large,,,,False,,2000.0,2000.0,False,,,,1,,,2025-02-04T00:00:00Z,long_term_active,[],2025-02-04T00:00:00Z,,EUR,1415415012,1,0,Private Office Large,2000.0,,,,Samantha Quinn - Private Office Large ,,,2000.0,,3b7c8a8c-b8ef-4928-a25c-6bd1d016342d,2000.0,Olena+e2@nexudus.com,2026-08-24T16:10:39.3866444Z,,[]
1418966563,True,,,,False,14,False,,,,,False,15,2026-02-08T00:00:00Z,,True,,,Individual,test-012@seeddata.local,Francesca White,1423747912,2026-08-24T16:10:40.0429182Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2025-02-08T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415112,Private Office Small,,,,False,,1200.0,1200.0,False,,,,1,,,2025-02-08T00:00:00Z,long_term_active,[],2025-02-08T00:00:00Z,,EUR,1415415112,1,0,Private Office Small,1200.0,365.0,12,52.142857142857146,Francesca White - Private Office Small ,,,1200.0,,03ab857b-4344-4120-9194-b00a1963e9c2,1200.0,Olena+e2@nexudus.com,2026-08-24T16:10:40.1366624Z,,[]
1418966564,True,,,,False,13,False,,,,,False,16,2026-01-29T00:00:00Z,,True,,,Individual,test-013@seeddata.local,Sarah Reed,1423749936,2026-08-24T16:10:40.8568471Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2025-07-29T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415111,Dedicated Desk Monthly,,,,False,,350.0,350.0,False,,,,1,,,2025-07-29T00:00:00Z,long_term_active,[],2025-07-29T00:00:00Z,,EUR,1415415111,1,0,Dedicated Desk Monthly,350.0,184.0,6,26.285714285714285,Sarah Reed - Dedicated Desk Monthly ,,,350.0,,e612c9a7-0503-425a-9ada-5f4ac435c422,350.0,Olena+e2@nexudus.com,2026-08-24T16:10:40.9974681Z,,[]
1418966893,True,,,,False,15,False,,,,,False,17,2025-03-11T00:00:00Z,,True,,,Individual,test-014@seeddata.local,Tracy Harrison,1423749937,2026-08-24T16:10:41.7904878Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2024-09-11T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415013,Hot Desk Quarterly,,,361.68,False,,361.68,361.68,False,,,,1,,,2024-09-11T00:00:00Z,long_term_active,[],2024-09-11T00:00:00Z,,EUR,1415415013,3,0,Hot Desk Quarterly,400.0,181.0,6,25.857142857142858,Tracy Harrison - Hot Desk Quarterly ,,,361.68,,4c71a91d-f9bc-4e53-b274-5f1465a0950d,361.68,Olena+e2@nexudus.com,2026-08-24T16:10:41.8998592Z,400.0,[]
1418966565,True,,,,False,4,False,,,,,False,18,2026-02-05T00:00:00Z,,True,,,Individual,test-015@seeddata.local,Kerry White,1423749938,2026-08-24T16:10:42.6075409Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2025-02-05T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415012,Private Office Large,,,,False,,2000.0,2000.0,False,,,,1,,,2025-02-05T00:00:00Z,long_term_active,[],2025-02-05T00:00:00Z,,EUR,1415415012,1,0,Private Office Large,2000.0,365.0,12,52.142857142857146,Kerry White - Private Office Large ,,,2000.0,,dc897d2b-3ca1-4816-b60a-3c6b50036d35,2000.0,Olena+e2@nexudus.com,2026-08-24T16:10:42.7012664Z,,[]
1418966894,True,,,,False,27,False,,,,,False,19,,,True,,,Individual,test-016@seeddata.local,Robin Andrews,1423747913,2026-08-24T16:10:43.353623Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2025-05-14T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415115,Flex Fortnightly,,,235.98,False,,235.98,235.98,False,,,,1,,,2025-05-14T00:00:00Z,long_term_active,[],2025-05-14T00:00:00Z,,EUR,1415415115,0,2,Flex Fortnightly,250.0,,,,Robin Andrews - Flex Fortnightly ,,,235.98,,16bd9aee-6d22-4bc0-9474-872af81993bb,235.98,Olena+e2@nexudus.com,2026-08-24T16:10:43.4324456Z,250.0,[]
1418966895,True,,,,False,2,False,,,,,False,20,,,True,,,Individual,test-017@seeddata.local,Leslie Warner,1423750035,2026-08-24T16:10:44.2022435Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2025-03-23T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415115,Flex Fortnightly,,,,False,,250.0,250.0,False,,,,1,,,2025-03-23T00:00:00Z,long_term_active,[],2025-03-23T00:00:00Z,,EUR,1415415115,0,2,Flex Fortnightly,250.0,,,,Leslie Warner - Flex Fortnightly ,,,250.0,,6f276919-fa0b-4e96-b63c-d5c629770b7b,250.0,Olena+e2@nexudus.com,2026-08-24T16:10:44.3074387Z,,[]
1418966566,True,,,,False,25,False,,,,,False,21,,,True,,,Individual,test-018@seeddata.local,Janice Glover,1423749939,2026-08-24T16:10:44.9845925Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-08-13T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415111,Dedicated Desk Monthly,,,299.41,False,,299.41,299.41,False,,,,1,,,2026-08-13T00:00:00Z,new_joiner,[],2026-08-13T00:00:00Z,,EUR,1415415111,1,0,Dedicated Desk Monthly,350.0,,,,Janice Glover - Dedicated Desk Monthly ,,,299.41,,7c4fe1b5-d91f-4fd7-8c07-5c5beae399b4,299.41,Olena+e2@nexudus.com,2026-08-24T16:10:45.0783311Z,350.0,[]
1418966896,True,,,,False,7,False,,,,,False,22,,,True,,,Individual,test-019@seeddata.local,Leigh Butler,1423750036,2026-08-24T16:10:45.9181921Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-06-01T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415111,Dedicated Desk Monthly,,,,False,,350.0,350.0,False,,,,1,,,2026-06-01T00:00:00Z,new_joiner,[],2026-06-01T00:00:00Z,,EUR,1415415111,1,0,Dedicated Desk Monthly,350.0,,,,Leigh Butler - Dedicated Desk Monthly ,,,350.0,,e560c189-c898-4ca6-b1da-44e5effe1390,350.0,Olena+e2@nexudus.com,2026-08-24T16:10:46.011902Z,,[]
1418966897,True,,,,False,15,False,,,,,False,23,2027-01-01T00:00:00Z,,True,,,Individual,test-020@seeddata.local,Gemma Elliott,1423749940,2026-08-24T16:10:46.7313165Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-07-01T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415011,Hot Desk Monthly,,,140.86,False,,140.86,140.86,False,,,,1,,,2026-07-01T00:00:00Z,new_joiner,[],2026-07-01T00:00:00Z,,EUR,1415415011,1,0,Hot Desk Monthly,150.0,184.0,6,26.285714285714285,Gemma Elliott - Hot Desk Monthly ,,,140.86,,4174e23c-129c-4ada-94a1-c6e6fae451ff,140.86,Olena+e2@nexudus.com,2026-08-24T16:10:46.856327Z,150.0,[]
1418966898,True,,,,False,1,False,,,,,False,24,,,True,,,Individual,test-021@seeddata.local,Paula Harvey,1423750037,2026-08-24T16:10:47.5750943Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-06-10T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415115,Flex Fortnightly,,,227.46,False,,227.46,227.46,False,,,,1,,,2026-06-10T00:00:00Z,new_joiner,[],2026-06-10T00:00:00Z,,EUR,1415415115,0,2,Flex Fortnightly,250.0,,,,Paula Harvey - Flex Fortnightly ,,,227.46,,0af4962e-fde7-42a3-928a-a6c56e230556,227.46,Olena+e2@nexudus.com,2026-08-24T16:10:47.6688492Z,250.0,[]
1418966899,True,,,,False,10,False,,,,,False,25,,,True,,,Individual,test-022@seeddata.local,Gemma Ferguson,1423750038,2026-08-24T16:10:48.529531Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-06-15T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415114,Flex Weekly,,,44.46,False,,44.46,44.46,False,,,,1,,,2026-06-15T00:00:00Z,new_joiner,[],2026-06-15T00:00:00Z,,EUR,1415415114,0,1,Flex Weekly,50.0,,,,Gemma Ferguson - Flex Weekly ,,,44.46,,42e420ca-3cd7-4dee-9e0b-00349728db59,44.46,Olena+e2@nexudus.com,2026-08-24T16:10:48.6389089Z,50.0,[]
1418966567,True,,,,False,3,False,,,,,False,26,,,True,,,Individual,test-023@seeddata.local,Billy Norton,1423750039,2026-08-24T16:10:49.4550677Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-07-17T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415013,Hot Desk Quarterly,,,,False,,400.0,400.0,False,,,,1,,,2026-07-17T00:00:00Z,new_joiner,[],2026-07-17T00:00:00Z,,EUR,1415415013,3,0,Hot Desk Quarterly,400.0,,,,Billy Norton - Hot Desk Quarterly ,,,400.0,,1e152090-e495-4564-905f-717724bfa44f,400.0,Olena+e2@nexudus.com,2026-08-24T16:10:49.5800693Z,,[]
1418966900,True,,,,False,4,False,,,,,False,27,2027-01-24T00:00:00Z,,True,,,Individual,test-024@seeddata.local,Dylan Young,1423749941,2026-08-24T16:10:50.554599Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-07-24T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415011,Hot Desk Monthly,,,,False,,150.0,150.0,False,,,,1,,,2026-07-24T00:00:00Z,new_joiner,[],2026-07-24T00:00:00Z,,EUR,1415415011,1,0,Hot Desk Monthly,150.0,184.0,6,26.285714285714285,Dylan Young - Hot Desk Monthly ,,,150.0,,8c9e8b45-1b17-4819-9b66-b81029393d0f,150.0,Olena+e2@nexudus.com,2026-08-24T16:10:50.7108589Z,,[]
1418966901,True,,,,False,14,False,2026-04-20T00:00:00Z,,,13,False,28,,,True,,,Individual,test-025@seeddata.local,Jeremy Mellor,1423749942,2026-08-24T16:10:51.6171065Z,,,,,,,,,0.0,0.0,0.0,[],247.0,8,35.285714285714285,,,,,,,False,,,False,False,2025-08-16T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415011,Hot Desk Monthly,,,,False,,150.0,150.0,False,,,,1,,,2025-08-16T00:00:00Z,plan_change,[],2025-08-16T00:00:00Z,,EUR,1415415011,1,0,Hot Desk Monthly,150.0,,,,Jeremy Mellor - Hot Desk Monthly ,,,150.0,,0958d6b1-6274-4e83-ae3d-980f4b6565d5,150.0,Olena+e2@nexudus.com,2026-08-24T16:10:51.7108529Z,,[]
1418966902,True,,,,False,15,False,,,,,False,29,,,True,,,Individual,test-025@seeddata.local,Jeremy Mellor,1423749942,2026-08-24T16:10:52.3677861Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-04-21T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415111,Dedicated Desk Monthly,,,330.2,False,,330.2,330.2,False,,,,1,,,2026-04-21T00:00:00Z,plan_change,[],2026-04-21T00:00:00Z,,EUR,1415415111,1,0,Dedicated Desk Monthly,350.0,,,,Jeremy Mellor - Dedicated Desk Monthly ,,,330.2,,f2f971d6-6191-418d-b329-1e41447b8270,330.2,Olena+e2@nexudus.com,2026-08-24T16:10:52.4777389Z,350.0,[]
1418966568,True,,,,False,28,False,2026-06-15T00:00:00Z,,,12,False,30,,,True,,,Individual,test-026@seeddata.local,Jay Rees,1423750040,2026-08-24T16:10:53.2146561Z,,,,,,,,,0.0,0.0,0.0,[],382.0,13,54.57142857142857,,,,,,,False,,,False,False,2025-05-29T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415111,Dedicated Desk Monthly,,,,False,,350.0,350.0,False,,,,1,,,2025-05-29T00:00:00Z,plan_change,[],2025-05-29T00:00:00Z,,EUR,1415415111,1,0,Dedicated Desk Monthly,350.0,,,,Jay Rees - Dedicated Desk Monthly ,,,350.0,,dcb33815-ba2e-4687-8385-8e98b6d04a4e,350.0,Olena+e2@nexudus.com,2026-08-24T16:10:53.339657Z,,[]
1418966569,True,,,,False,26,False,,,,,False,31,2027-06-18T00:00:00Z,,True,,,Individual,test-026@seeddata.local,Jay Rees,1423750040,2026-08-24T16:11:27.042688Z,,,,,,,,,0.0,0.0,0.0,[],,,,,,,,,,False,,,False,False,2026-06-18T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415012,Private Office Large,,,,False,,2000.0,2000.0,False,,,,1,,,2026-06-18T00:00:00Z,plan_change,[],2026-06-18T00:00:00Z,,EUR,1415415012,1,0,Private Office Large,2000.0,365.0,12,52.142857142857146,Jay Rees - Private Office Large ,,,2000.0,,bf01a9b4-a4b1-46da-b06b-dd5b742c03c8,2000.0,Olena+e2@nexudus.com,2026-08-24T16:11:27.1520903Z,,[]
1418966903,True,,,,False,28,False,2026-04-22T00:00:00Z,,,13,False,32,,,True,,,Individual,test-027@seeddata.local,Irene Wilson,1423750041,2026-08-24T16:11:27.9913058Z,,,,,,,,,0.0,0.0,0.0,[],304.0,10,43.42857142857143,,,,,,,False,,,False,False,2025-06-22T00:00:00Z,False,,1421022733,MAIN_E2 (PARENT Location),,False,,1415415011,Hot Desk Monthly,,,,False,,150.0,150.0,False,,,,1,,,2025-06-22T00:00:00Z,plan_change,[],2025-06-22T00:00:00Z,,EUR,1415415011,1,0,Hot Desk Monthly,150.0,,,,Irene Wilson - Hot Desk Monthly ,,,150.0,,36045222-6ccd-41e5-95ea-8e262729c852,150.0,Olena+e2@nexudus.com,2026-08-24T16:11:28.1319502Z,,[]
