Id,AccessCardId,AccessPincode,Active,AddedBusinesses,AddedTeams,Address,AiSessionId,AlertNote,AllowNetworkCheckin,Archived,AvatarFileName,BankAccount,BankBranch,BankName,BannerImageFileName,BillingAddress,BillingCityName,BillingCountryId,BillingDay,BillingEmail,BillingLatitude,BillingLongitude,BillingName,BillingPostCode,BillingSimpleTimeZoneId,BillingState,Blogger,BusinessArea,BusinessNames,Businesses,CanAccessCommunity,CanBookForTeam,CanMakeBookings,CanPurchaseEvents,CanPurchaseProducts,CancellationDate,CardNumber,CheckinSinceLastRenewal,ChurnProbability,CityName,ClearAvatarFile,ClearBannerImageFile,CompanyName,CountryId,CoworkerContractIds,CoworkerContractTariffNames,CoworkerType,CreateSingleInvoiceForTeam,CreateUser,CreatedOn,CurrentAccessSignature,Custom1,Custom10,Custom11,Custom12,Custom13,Custom14,Custom15,Custom16,Custom17,Custom18,Custom19,Custom2,Custom20,Custom21,Custom22,Custom23,Custom24,Custom25,Custom26,Custom27,Custom28,Custom29,Custom3,Custom30,Custom4,Custom5,Custom6,Custom7,Custom8,Custom9,CustomFields,DateOfBirth,Desks,DoNotProcessInvoicesAutomatically,Email,EnableGoCardlessPayments,EngagementLevel,EzeepBlueFreePrinting,EzeepBluePrintingEnabled,EzeepBlueUserId,EzeepFreePrinting,EzeepPrintingEnabled,EzeepUserId,Facebook,Flickr,FridayAttendance,FullName,Gender,GeneralTermsAccepted,Github,GoCardlessContractNumber,Google,GuessedFirstName,GuessedFirstNameForInvoice,GuessedLastName,GuessedLastNameForInvoice,HasAcceptedStripeACHAgreement,HasDueInvoices,HasVerifiedStripeACHDeposits,Index,Instagram,InvoiceDueDateDay,InvoiceDueDatePeriod,InvoiceSegregateBookings,InvoiceSegregateCharges,InvoiceSegregateContracts,InvoiceSegregateProducts,InvoiceSegregateTickets,InvoiceSegregateTimePasses,InvoiceSegregationOverride,InvoicingBusinessId,InvoicingBusinessName,InvoicingOrder,IsAdmin,IsDefaultProfile,IsNew,IsTeamAdministrator,KeyFobNumber,LandLine,Latitude,Linkedin,LocalizationDetails,Longitude,MinutesSinceLastRenewal,MobilePhone,MondayAttendance,NewAvatarUrl,NewBannerImageUrl,NextAutoInvoice,NextTariffId,NextTariffName,NickName,Notes,NotifyOnDeliveriesEmail,NotifyOnDelivery,NotifyOnFailedPayment,NotifyOnNewInvoice,NotifyOnNewPayment,PaperCutFreePrinting,PaperCutPayAsYouPrint,PaperCutUserId,Password,Pinterest,Position,PostCode,ProfileIsPublic,ProfileSummary,ProfileTags,ProfileWebsite,PurchaseOrder,Quantity,RecurrentProductsNames,ReferenceNumber,RegistrationDate,RegularPaymentContractNumber,RegularPaymentProvider,RemovedBusinesses,RemovedTeams,RenewalDate,Salutation,SaturdayAttendance,Scenario,ShortDescription,ShowAlert,ShowPayingMemberInvoices,SignUpToNewsletter,SimpleTimeZoneId,Skype,StartDate,State,StripeACHBankToken,StripeACHCustomerToken,StripeBacsDDCustomerToken,StripeBacsDDEnabled,StripeBacsDDMandateId,StripeBacsDDPaymentMethodId,SundayAttendance,SyncToPaperCutDue,SyncToSquare,SystemId,Tag,TariffId,TariffInvoiceEvery,TariffInvoiceEveryWeeks,TariffName,TaxIDNumber,TaxRate,TaxRateType,TeamId,TeamIds,TeamName,TeamNames,Teams,Telegram,ThursdayAttendance,ToStringText,TotalActiveContracts,TotalDepositsActiveContracts,TotalDepositsNewContracts,TotalNewContracts,TotalNonRefundableDepositsActiveContracts,TotalNonRefundableDepositsNewContracts,TotalRecurrentProducts,TotalRefundableDepositsActiveContracts,TotalRefundableDepositsNewContracts,TourBusinessId,TourDate,TuesdayAttendance,Tumblr,Twitter,UniqueId,UnitPrice,UpdatedBy,UpdatedOn,UserActive,UserFullName,UserId,UserIsAdmin,UserLastAccess,UserReceiveCommunityDigest,UserReceiveEveryMessage,Variants,Vimeo,WednesdayAttendance
1423831752,,38837,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:28.4830604Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-014@seeddata.local,False,,False,False,,False,False,,,,5,Tracy Harrison,3,False,,,,Tracy,Tracy,Harrison,Harrison,False,False,False,14,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:29.2174542Z,,1,,,,Tracy,5,long_term_active,Tracy Harrison (1423831752),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049197],,5,Tracy Harrison - test-014@seeddata.local,,,,,,,,,,,,5,,,d50e32de-3868-4663-bb8c-309914a28b8b,,matheus+explore@nexudus.com,2026-08-27T08:29:28.4986905Z,,,,,,,,[],,5
1423831753,,26742,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:29.8899961Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-016@seeddata.local,False,,False,False,,False,False,,,,5,Robin Andrews,5,False,,,,Robin,Robin,Andrews,Andrews,False,False,False,16,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:30.0938312Z,,1,,,,Robin,5,long_term_active,Robin Andrews (1423831753),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049197],,5,Robin Andrews - test-016@seeddata.local,,,,,,,,,,,,5,,,b07759cd-492c-4d5d-99ba-6c930e281fd1,,matheus+explore@nexudus.com,2026-08-27T08:29:29.9056211Z,,,,,,,,[],,5
1423831754,,13670,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:30.7187946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-017@seeddata.local,False,,False,False,,False,False,,,,5,Leslie Warner,2,False,,,,Leslie,Leslie,Warner,Warner,False,False,False,17,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:30.9062954Z,,1,,,,Leslie,5,long_term_active,Leslie Warner (1423831754),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049198],,5,Leslie Warner - test-017@seeddata.local,,,,,,,,,,,,5,,,b4baf1c9-edc9-492d-a869-7d7be2640221,,matheus+explore@nexudus.com,2026-08-27T08:29:30.7187946Z,,,,,,,,[],,5
1423831551,,65290,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:31.5674378Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-018@seeddata.local,False,,False,False,,False,False,,,,5,Janice Glover,3,False,,,,Janice,Janice,Glover,Glover,False,False,False,18,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:31.9267811Z,,1,,,,Janice,5,new_joiner,Janice Glover (1423831551),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049299],,5,Janice Glover - test-018@seeddata.local,,,,,,,,,,,,5,,,893c9ebf-c186-44f2-8bac-2bb501ae519e,,matheus+explore@nexudus.com,2026-08-27T08:29:31.5674378Z,,,,,,,,[],,5
1423831552,,56375,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:32.6930235Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-019@seeddata.local,False,,False,False,,False,False,,,,5,Leigh Butler,4,False,,,,Leigh,Leigh,Butler,Butler,False,False,False,19,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:32.8962409Z,,1,,,,Leigh,5,new_joiner,Leigh Butler (1423831552),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049200],,5,Leigh Butler - test-019@seeddata.local,,,,,,,,,,,,5,,,30c7006a-584e-45b3-b5e5-a5bab68c9dbf,,matheus+explore@nexudus.com,2026-08-27T08:29:32.7087307Z,,,,,,,,[],,5
1423831755,,16438,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:33.5795406Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-020@seeddata.local,False,,False,False,,False,False,,,,5,Gemma Elliott,3,False,,,,Gemma,Gemma,Elliott,Elliott,False,False,False,20,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:33.7514204Z,,1,,,,Gemma,5,new_joiner,Gemma Elliott (1423831755),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049198],,5,Gemma Elliott - test-020@seeddata.local,,,,,,,,,,,,5,,,e71fa059-438c-442a-bec2-02d67e0e6d29,,matheus+explore@nexudus.com,2026-08-27T08:29:33.5951641Z,,,,,,,,[],,5
1423831553,,90005,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:34.8500772Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-021@seeddata.local,False,,False,False,,False,False,,,,5,Paula Harvey,5,False,,,,Paula,Paula,Harvey,Harvey,False,False,False,21,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:35.0851086Z,,1,,,,Paula,5,new_joiner,Paula Harvey (1423831553),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049299],,5,Paula Harvey - test-021@seeddata.local,,,,,,,,,,,,5,,,12b290b2-d672-4233-a6ee-2d97a72c791c,,matheus+explore@nexudus.com,2026-08-27T08:29:34.8657222Z,,,,,,,,[],,5
1423831554,,22587,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:35.8507312Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-022@seeddata.local,False,,False,False,,False,False,,,,5,Gemma Ferguson,5,False,,,,Gemma,Gemma,Ferguson,Ferguson,False,False,False,22,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:36.288884Z,,1,,,,Gemma,5,new_joiner,Gemma Ferguson (1423831554),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049198],,5,Gemma Ferguson - test-022@seeddata.local,,,,,,,,,,,,5,,,25416c2e-ed00-4766-b772-d41644ffb78c,,matheus+explore@nexudus.com,2026-08-27T08:29:35.8663532Z,,,,,,,,[],,5
1423831555,,31374,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:37.2544542Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-023@seeddata.local,False,,False,False,,False,False,,,,5,Billy Norton,4,False,,,,Billy,Billy,Norton,Norton,False,False,False,23,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:37.8203898Z,,1,,,,Billy,5,new_joiner,Billy Norton (1423831555),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049200],,5,Billy Norton - test-023@seeddata.local,,,,,,,,,,,,5,,,fab88c18-b32e-4843-8547-05cd71ff5e86,,matheus+explore@nexudus.com,2026-08-27T08:29:37.3013427Z,,,,,,,,[],,5
1423831556,,85181,True,,,,,,True,False,,,,,,,,,,,,,,,,,,,,[1421021016],True,False,True,True,True,,,0,,,False,False,,1220,,,1,False,False,2026-08-27T08:29:39.1336375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],False,test-024@seeddata.local,False,,False,False,,False,False,,,,5,Dylan Young,2,False,,,,Dylan,Dylan,Young,Young,False,False,False,24,,,,False,False,False,False,False,False,False,1421021016,Explore 2.0,0,False,False,False,False,,,,,,,0,,5,,,,0,,,,,False,True,True,True,False,False,,,,,,False,,,,,,,,2026-08-27T08:29:39.6492646Z,,1,,,,Dylan,5,new_joiner,Dylan Young (1423831556),False,False,True,2023,,,,,,,False,,,5,False,False,,,0,0,0,,,,1,,,,,[1416049199],,5,Dylan Young - test-024@seeddata.local,,,,,,,,,,,,5,,,8a41b7c5-46ae-4bd5-a897-470610ccd00c,,matheus+explore@nexudus.com,2026-08-27T08:29:39.1805284Z,,,,,,,,[],,5
