Id,AutomaticallyAdded,BookingFromTime,BookingId,BookingResourceName,BookingToTime,BookingUniqueId,BusinessId,ChargePeriod,CoworkerContractUniqueId,CoworkerDiscountUniqueId,CoworkerId,CoworkerProductUniqueId,CreatedOn,CustomFields,Description,DiscountAmount,DiscountCode,DueDate,DynamicPriceAdjustment,ExpireDate,ExtraServiceCurrencyCode,ExtraServiceId,ExtraServiceIndex,ExtraServiceIsPrintingCredit,ExtraServiceName,Free,InvoiceDate,InvoiceThisCoworker,Invoiced,IsFromTariff,IsNew,Kind,LastMinutePriceAdjustment,LocalizationDetails,Notes,Price,PriceFactorDemand,PriceFactorLastMinute,PurchaseOrder,RemainingUses,SystemId,TariffTimePassUniqueId,ToStringText,TotalUses,UniqueId,UpdatedBy,UpdatedOn,ValidFrom
1470810946,False,,,,,,1421021016,1,,,1423831765,,2026-08-27T08:38:05.1556153Z,,,,,,,2026-10-08T00:00:00Z,GBP,1415386334,58,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,600,,,#1470810946,600,eda96c0f-9e87-4ae3-b18d-f5f02b259c26,matheus+explore@nexudus.com,2026-08-27T08:38:05.1556153Z,
1470810947,False,,,,,,1421021016,1,,,1423831753,,2026-08-27T08:38:05.7188667Z,,,,,,,2027-01-29T00:00:00Z,GBP,1415386334,59,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,900,,,#1470810947,900,699b9ceb-b81d-468c-8947-b3adbd65fe25,matheus+explore@nexudus.com,2026-08-27T08:38:05.7188667Z,
1470811035,False,,,,,,1421021016,1,,,1423831751,,2026-08-27T08:38:06.1990785Z,,,,,,,2026-09-26T00:00:00Z,GBP,1415386334,60,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,600,,,#1470811035,600,8de4224d-9620-4548-bfbd-bff02cd5a65c,matheus+explore@nexudus.com,2026-08-27T08:38:06.1990785Z,
1470811036,False,,,,,,1421021016,1,,,1423831562,,2026-08-27T08:38:06.5945282Z,,,,,,,2026-12-07T00:00:00Z,GBP,1415386334,61,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,300,,,#1470811036,300,169038a7-72bc-4994-96fa-f4208e906545,matheus+explore@nexudus.com,2026-08-27T08:38:06.5945282Z,
1470811037,False,,,,,,1421021016,1,,,1423831565,,2026-08-27T08:38:07.0268785Z,,,,,,,2027-02-23T00:00:00Z,GBP,1415386334,62,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,300,,,#1470811037,300,b22e4b81-5cea-464a-9d0e-dcd6b901576d,matheus+explore@nexudus.com,2026-08-27T08:38:07.0268785Z,
1470811038,False,,,,,,1421021016,1,,,1423831568,,2026-08-27T08:38:07.607803Z,,,,,,,2026-06-30T00:00:00Z,GBP,1415386334,63,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,300,,,#1470811038,300,c8e37446-336b-41d2-bb47-7a03ceb3bbe0,matheus+explore@nexudus.com,2026-08-27T08:38:07.607803Z,
1470810948,False,,,,,,1421021016,1,,,1423831551,,2026-08-27T08:38:08.1264522Z,,,,,,,2026-07-08T00:00:00Z,GBP,1415386334,64,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,300,,,#1470810948,300,f6251259-c631-4937-b3fb-b9e487fe8eb0,matheus+explore@nexudus.com,2026-08-27T08:38:08.1264522Z,
1470811039,False,,,,,,1421021016,1,,,1423831566,,2026-08-27T08:38:08.5604155Z,,,,,,,2026-08-02T00:00:00Z,GBP,1415386334,65,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,600,,,#1470811039,600,67a084d9-11d4-4d94-a5d8-e76dd8dd2488,matheus+explore@nexudus.com,2026-08-27T08:38:08.5604155Z,
1470810949,False,,,,,,1421021016,1,,,1423831756,,2026-08-27T08:38:09.017748Z,,,,,,,2026-08-15T00:00:00Z,GBP,1415386334,66,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,600,,,#1470810949,600,3d095929-9aa3-4150-b69d-3ea6b14b51c4,matheus+explore@nexudus.com,2026-08-27T08:38:09.017748Z,
1470811040,False,,,,,,1421021016,1,,,1423831549,,2026-08-27T08:38:09.4979205Z,,,,,,,2026-08-05T00:00:00Z,GBP,1415386334,67,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,900,,,#1470811040,900,a8aae6db-c98c-4145-aa4e-a9c2c296dc91,matheus+explore@nexudus.com,2026-08-27T08:38:09.4979205Z,
1470811041,False,,,,,,1421021016,1,,,1423831744,,2026-08-27T08:38:10.4714485Z,,,,,,,2026-07-15T00:00:00Z,GBP,1415386334,69,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,300,,,#1470811041,300,c282455a-586f-4532-9c51-e12f256b2a3f,matheus+explore@nexudus.com,2026-08-27T08:38:10.4714485Z,
1470811042,False,,,,,,1421021016,1,,,1423831755,,2026-08-27T08:38:10.9558436Z,,,,,,,2026-07-19T00:00:00Z,GBP,1415386334,70,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,900,,,#1470811042,900,78d154a4-bdf7-46c8-8d2c-93fb5fa2e7c3,matheus+explore@nexudus.com,2026-08-27T08:38:10.9558436Z,
1470811043,False,,,,,,1421021016,1,,,1423831558,,2026-08-27T08:38:11.4870685Z,,,,,,,2026-08-11T00:00:00Z,GBP,1415386334,71,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,300,,,#1470811043,300,3993c6ce-d1c0-462a-b2f8-27e58fd361c9,matheus+explore@nexudus.com,2026-08-27T08:38:11.4870685Z,
1470810950,False,,,,,,1421021016,1,,,1423831567,,2026-08-27T08:38:12.0034785Z,,,,,,,2026-07-02T00:00:00Z,GBP,1415386334,72,False,Time Credit,False,,True,False,False,False,time_credit,,,,0.0,,,,300,,,#1470810950,300,d26771e7-02b8-4fc4-ade0-1c80df612b64,matheus+explore@nexudus.com,2026-08-27T08:38:12.0034785Z,
1470811044,False,,,,,,1421021016,5,,,1423831562,,2026-08-27T08:38:12.4973123Z,,,,,,,2027-02-01T00:00:00Z,GBP,1415386335,73,True,Printing Credit,False,,True,False,False,False,printing_credit,,,,0.0,,,,500,,,#1470811044,500,32bf3e2f-b936-4d8c-a66d-a0969b8157ea,matheus+explore@nexudus.com,2026-08-27T08:38:12.4973123Z,
1470811045,False,,,,,,1421021016,5,,,1423831744,,2026-08-27T08:38:12.976188Z,,,,,,,2027-02-23T00:00:00Z,GBP,1415386335,74,True,Printing Credit,False,,True,False,False,False,printing_credit,,,,0.0,,,,500,,,#1470811045,500,98251784-9fe3-43ae-accf-72bdcdf9db69,matheus+explore@nexudus.com,2026-08-27T08:38:12.976188Z,
1470811046,False,,,,,,1421021016,5,,,1423831567,,2026-08-27T08:38:13.4605662Z,,,,,,,2027-01-28T00:00:00Z,GBP,1415386335,75,True,Printing Credit,False,,True,False,False,False,printing_credit,,,,0.0,,,,500,,,#1470811046,500,3831628e-29a8-49f3-a670-37d4c407349a,matheus+explore@nexudus.com,2026-08-27T08:38:13.4605662Z,
1470810951,False,,,,,,1421021016,5,,,1423831752,,2026-08-27T08:38:13.9112448Z,,,,,,,2027-01-27T00:00:00Z,GBP,1415386335,76,True,Printing Credit,False,,True,False,False,False,printing_credit,,,,0.0,,,,500,,,#1470810951,500,5832a764-363d-4878-99cd-f1abaee2843a,matheus+explore@nexudus.com,2026-08-27T08:38:13.9112448Z,
1470810952,False,,,,,,1421021016,5,,,1423831762,,2026-08-27T08:38:14.4424957Z,,,,,,,2026-10-31T00:00:00Z,GBP,1415386335,77,True,Printing Credit,False,,True,False,False,False,printing_credit,,,,0.0,,,,500,,,#1470810952,500,92829cab-72af-4a9e-9559-16422ecbe11b,matheus+explore@nexudus.com,2026-08-27T08:38:14.4424957Z,
1470811049,False,,,,,,1421021016,5,,,1423831756,,2026-08-27T08:39:00.9775421Z,,,,,,,2026-08-07T00:00:00Z,GBP,1415386335,78,True,Printing Credit,False,,True,False,False,False,printing_credit,,,,0.0,,,,500,,,#1470811049,500,187d516d-d47a-457b-bb47-1fb320abab5f,matheus+explore@nexudus.com,2026-08-27T08:39:00.9775421Z,
1470811050,False,,,,,,1421021016,5,,,1423831557,,2026-08-27T08:39:01.6032165Z,,,,,,,2026-07-21T00:00:00Z,GBP,1415386335,79,True,Printing Credit,False,,True,False,False,False,printing_credit,,,,0.0,,,,500,,,#1470811050,500,0bc2738f-fece-4429-8d5d-e38cda7d4d69,matheus+explore@nexudus.com,2026-08-27T08:39:01.6032165Z,
1470811051,False,,,,,,1421021016,5,,,1423831751,,2026-08-27T08:39:02.5414899Z,,,,,,,2026-07-30T00:00:00Z,GBP,1415386335,80,True,Printing Credit,False,,True,False,False,False,printing_credit,,,,0.0,,,,500,,,#1470811051,500,f4ce8f98-0db6-4765-be5b-ba2aecc32c03,matheus+explore@nexudus.com,2026-08-27T08:39:02.5414899Z,
