Id,AttendeeCode,AttendeeIndex,BusinessId,CalendarEventId,CalendarEventName,CancellationReason,CancellationReasonDetails,Cancelled,CancelledBy,CancelledOn,CheckedIn,CheckedInDate,CoworkerFullName,CoworkerId,CoworkerInvoiceId,CoworkerInvoiceNumber,CoworkerInvoicePaid,CreatedOn,CustomFields,DueDate,Email,EventProductCurrencyCode,EventProductId,EventProductName,EventProductPrice,FullName,Invoiced,IsNew,LocalizationDetails,PurchaseOrder,SystemId,ToStringText,UniqueId,UpdatedBy,UpdatedOn
1417393741,,18,1421022733,1415783046,Workshop: Marketing 101,,,False,,,True,,Bethany Johnston,1423750050,,,False,2026-08-24T16:47:52.3114042Z,,,test-044@seeddata.local,EUR,1415710596,General Admission,0.0,Bethany Johnston,False,False,,,,Bethany Johnston,f9c59019-575d-46fe-9cae-bcba0aea3b4d,Olena+e2@nexudus.com,2026-08-24T16:47:52.5620849Z
1417393742,,19,1421022733,1415783044,Summer BBQ,,,False,,,True,,Jessica Dixon,1423749948,,,False,2026-08-24T16:47:53.2978768Z,,,test-038@seeddata.local,EUR,1415710393,General Admission,0.0,Jessica Dixon,False,False,,,,Jessica Dixon,17226d7b-1edc-473e-8feb-a8d52bb9fb97,Olena+e2@nexudus.com,2026-08-24T16:47:53.516623Z
1417393743,,20,1421022733,1415783466,Portfolio Review Session,,,False,,,True,,Jessica Dixon,1423749948,,,False,2026-08-24T16:47:54.2041418Z,,,test-038@seeddata.local,EUR,1415710607,General Admission,15.0,Jessica Dixon,False,False,,,,Jessica Dixon,65d99c5d-772f-4871-b48a-895eddf473f5,Olena+e2@nexudus.com,2026-08-24T16:47:54.2041418Z
1417393744,58364,21,1421022733,1415783043,Yoga Wednesday,,,False,,,False,,Paula Harvey,1423750037,,,False,2026-08-24T16:47:55.1848896Z,,,test-021@seeddata.local,EUR,1415710575,General Admission,10.0,Paula Harvey,False,False,,,,Paula Harvey,b8069362-2fc3-4235-8443-a49ba3456c1b,Olena+e2@nexudus.com,2026-08-24T16:47:55.2942615Z
1417393745,22223,22,1421022733,1415783462,Product Demo Night,,,False,,,False,,Glen Hawkins,1423750051,,,False,2026-08-24T16:47:56.0442635Z,,,test-045@seeddata.local,EUR,1415710397,General Admission,15.0,Glen Hawkins,False,False,,,,Glen Hawkins,3b633b34-4776-465c-881d-03147c2d1ce2,Olena+e2@nexudus.com,2026-08-24T16:47:56.2060313Z
1417394156,68769,23,1421022733,1415783462,Product Demo Night,,,False,,,False,,Leslie Warner,1423750035,,,False,2026-08-24T16:47:56.9688035Z,,,test-017@seeddata.local,EUR,1415710397,General Admission,15.0,Leslie Warner,False,False,,,,Leslie Warner,93cea3c7-d37b-446c-803b-202ec347a584,Olena+e2@nexudus.com,2026-08-24T16:47:57.1257218Z
1417393746,32565,24,1421022733,1415783466,Portfolio Review Session,,,False,,,False,,Mary Higgins,1423747909,,,False,2026-08-24T16:47:58.2699505Z,,,test-006@seeddata.local,EUR,1415710607,General Admission,15.0,Mary Higgins,False,False,,,,Mary Higgins,93db2268-1209-42f7-8ed7-06c16804be01,Olena+e2@nexudus.com,2026-08-24T16:47:58.7074479Z
1417394157,34534,25,1421022733,1415783023,Monthly All-Hands,,,False,,,False,,Heather Ryan,1423749934,,,False,2026-08-24T16:47:59.5313249Z,,,test-009@seeddata.local,EUR,1415710387,General Admission,0.0,Heather Ryan,False,False,,,,Heather Ryan,9fe62c26-f267-42d1-9948-43c4ba43376c,Olena+e2@nexudus.com,2026-08-24T16:47:59.9844478Z
1417393747,,26,1421022733,1415783461,Wellness Wednesday: Meditation,,,False,,,True,,Leanne Foster,1423747610,,,False,2026-08-24T16:48:00.8181828Z,,,test-008@seeddata.local,EUR,1415710604,General Admission,0.0,Leanne Foster,False,False,,,,Leanne Foster,42d13bc5-f91c-42e5-bf61-d538a0bc6d88,Olena+e2@nexudus.com,2026-08-24T16:48:01.0369101Z
1417394158,96284,27,1421022733,1415783469,New Year Kickoff Breakfast,,,False,,,False,,Chelsea Powell,1423750056,,,False,2026-08-24T16:48:01.7547679Z,,,test-050@seeddata.local,EUR,1415710400,General Admission,15.0,Chelsea Powell,False,False,,,,Chelsea Powell,f725b86a-3033-4407-8b0b-218ce2005b87,Olena+e2@nexudus.com,2026-08-24T16:48:01.8329386Z
1417393748,,28,1421022733,1415783045,Workshop: Startup Finance,,,False,,,True,,Suzanne Phillips,1423750049,,,False,2026-08-24T16:48:04.8275614Z,,,test-043@seeddata.local,EUR,1415710595,General Admission,10.0,Suzanne Phillips,False,False,,,,Suzanne Phillips,8c263738-c7fa-40bd-b7cd-d08ebeb7e41a,Olena+e2@nexudus.com,2026-08-24T16:48:04.8275614Z
1417394159,,29,1421022733,1415783045,Workshop: Startup Finance,,,False,,,True,,Lesley Humphries,1423749947,,,False,2026-08-24T16:48:05.707016Z,,,test-037@seeddata.local,EUR,1415710595,General Admission,10.0,Lesley Humphries,False,False,,,,Lesley Humphries,656b8320-0ad7-472a-9dba-cb8ce8f3422c,Olena+e2@nexudus.com,2026-08-24T16:48:05.707016Z
1417394160,73242,30,1421022733,1415783053,Q3 Town Hall,,,False,,,False,,Wayne Davidson,1423750055,,,False,2026-08-24T16:48:06.483005Z,,,test-049@seeddata.local,EUR,1415710394,General Admission,25.0,Wayne Davidson,False,False,,,,Wayne Davidson,b4efe898-34b3-4a2c-b281-4b8333a4a4a3,Olena+e2@nexudus.com,2026-08-24T16:48:06.5454532Z
1417393749,,31,1421022733,1415783460,Coffee & Networking,,,False,,,True,,Suzanne Phillips,1423750049,,,False,2026-08-24T16:48:38.1243521Z,,,test-043@seeddata.local,EUR,1415710396,General Admission,0.0,Suzanne Phillips,False,False,,,,Suzanne Phillips,dbc023bf-6844-4b48-90ea-526e25a97859,Olena+e2@nexudus.com,2026-08-24T16:48:38.3118429Z
1417393750,35753,32,1421022733,1415783017,Weekly Networking Lunch,,,False,,,False,,Jay Rees,1423750040,,,False,2026-08-24T16:48:38.9999799Z,,,test-026@seeddata.local,EUR,1415710558,General Admission,10.0,Jay Rees,False,False,,,,Jay Rees,b6f11cd2-f848-45b8-8daf-70448b4f0368,Olena+e2@nexudus.com,2026-08-24T16:48:39.0624773Z
1417393751,,33,1421022733,1415783052,New Member Orientation,,,False,,,True,,Lesley Humphries,1423749947,,,False,2026-08-24T16:48:39.7656364Z,,,test-037@seeddata.local,EUR,1415710597,General Admission,10.0,Lesley Humphries,False,False,,,,Lesley Humphries,077791c6-9b2b-475b-b28f-8227e6cf4695,Olena+e2@nexudus.com,2026-08-24T16:48:39.7656364Z
1417393752,33842,34,1421022733,1415783465,Freelancer Meetup,,,False,,,False,,Mary Higgins,1423747909,,,False,2026-08-24T16:48:40.5006695Z,,,test-006@seeddata.local,EUR,1415710398,General Admission,10.0,Mary Higgins,False,False,,,,Mary Higgins,cd12189b-d2b7-45d7-b943-d6f1c6a22b05,Olena+e2@nexudus.com,2026-08-24T16:48:40.5475512Z
1417394161,32856,35,1421022733,1415783458,Demo Day,,,False,,,False,,Sarah Reed,1423749936,,,False,2026-08-24T16:48:41.2540075Z,,,test-013@seeddata.local,EUR,1415710603,General Admission,0.0,Sarah Reed,False,False,,,,Sarah Reed,ac086057-c88d-426c-949c-29edca505dea,Olena+e2@nexudus.com,2026-08-24T16:48:41.394653Z
1417393753,,36,1421022733,1415783017,Weekly Networking Lunch,,,False,,,True,,Rachael Byrne,1423750053,,,False,2026-08-24T16:48:42.0638127Z,,,test-047@seeddata.local,EUR,1415710558,General Admission,10.0,Rachael Byrne,False,False,,,,Rachael Byrne,214b41a3-41f9-41ce-bc85-113d38ec18f1,Olena+e2@nexudus.com,2026-08-24T16:48:42.0638127Z
1417393754,48983,37,1421022733,1415783468,Year-End Wrap Party,,,False,,,False,,Jacob Robinson,1423750042,,,False,2026-08-24T16:48:42.8613028Z,,,test-028@seeddata.local,EUR,1415710608,General Admission,0.0,Jacob Robinson,False,False,,,,Jacob Robinson,4d73e230-1583-4daa-85a3-4dfb5c70f813,Olena+e2@nexudus.com,2026-08-24T16:48:43.0019345Z
1417394162,47578,38,1421022733,1415783464,Book Club,,,False,,,False,,Kerry White,1423749938,,,False,2026-08-24T16:48:43.7240914Z,,,test-015@seeddata.local,EUR,1415710606,General Admission,10.0,Kerry White,False,False,,,,Kerry White,f5f987a3-7893-42e9-80df-9cb4ea2a196e,Olena+e2@nexudus.com,2026-08-24T16:48:43.7709533Z
1417394163,42287,39,1421022733,1415783466,Portfolio Review Session,,,False,,,False,,Stanley Griffiths,1423747907,,,False,2026-08-24T16:48:44.459778Z,,,test-001@seeddata.local,EUR,1415710607,General Admission,15.0,Stanley Griffiths,False,False,,,,Stanley Griffiths,3fdd32ab-3317-4b4c-be52-7096919802e0,Olena+e2@nexudus.com,2026-08-24T16:48:44.5066227Z
1417393755,,40,1421022733,1415783043,Yoga Wednesday,,,False,,,True,,Francesca White,1423747912,,,False,2026-08-24T16:48:45.2063951Z,,,test-012@seeddata.local,EUR,1415710575,General Admission,10.0,Francesca White,False,False,,,,Francesca White,1a00fff8-8a22-45e7-ae57-8f0a18474625,Olena+e2@nexudus.com,2026-08-24T16:48:45.2063951Z
1417393756,73357,41,1421022733,1415783462,Product Demo Night,,,False,,,False,,Rachael Byrne,1423750053,,,False,2026-08-24T16:48:45.9102427Z,,,test-047@seeddata.local,EUR,1415710397,General Admission,15.0,Rachael Byrne,False,False,,,,Rachael Byrne,01191ea3-0b81-4556-aa60-c956b45fb3b5,Olena+e2@nexudus.com,2026-08-24T16:48:45.9571021Z
1417393757,85264,42,1421022733,1415783468,Year-End Wrap Party,,,False,,,False,,Charles Kelly,1423750052,,,False,2026-08-24T16:48:46.6289872Z,,,test-046@seeddata.local,EUR,1415710608,General Admission,0.0,Charles Kelly,False,False,,,,Charles Kelly,88126c1e-8fce-4078-bb91-d8386a8e360f,Olena+e2@nexudus.com,2026-08-24T16:48:46.7852331Z
1417394164,37827,43,1421022733,1415783464,Book Club,,,False,,,False,,Diane Newman,1423747608,,,False,2026-08-24T16:48:47.4611585Z,,,test-003@seeddata.local,EUR,1415710606,General Admission,10.0,Diane Newman,False,False,,,,Diane Newman,a0681a20-5294-45f1-b67c-63dfc788342a,Olena+e2@nexudus.com,2026-08-24T16:48:47.5236421Z
1417393758,87242,44,1421022733,1415783462,Product Demo Night,,,False,,,False,,Josephine Hammond,1423749946,,,False,2026-08-24T16:48:48.224093Z,,,test-035@seeddata.local,EUR,1415710397,General Admission,15.0,Josephine Hammond,False,False,,,,Josephine Hammond,3ae120d1-5777-4209-8d67-e748271ecda6,Olena+e2@nexudus.com,2026-08-24T16:48:48.286615Z
1417393759,37384,45,1421022733,1415783463,Investor Pitch Night,,,False,,,False,,Teresa Hopkins,1423747609,,,False,2026-08-24T16:48:48.9741282Z,,,test-005@seeddata.local,EUR,1415710605,General Admission,15.0,Teresa Hopkins,False,False,,,,Teresa Hopkins,32112a7e-f347-41a1-9e19-8ba9a4879110,Olena+e2@nexudus.com,2026-08-24T16:48:49.0366042Z
1417393760,42545,46,1421022733,1415783465,Freelancer Meetup,,,False,,,False,,Colin Lloyd,1423747910,,,False,2026-08-24T16:48:49.7723508Z,,,test-007@seeddata.local,EUR,1415710398,General Admission,10.0,Colin Lloyd,False,False,,,,Colin Lloyd,52d70874-30d1-4d09-831b-da469e23330e,Olena+e2@nexudus.com,2026-08-24T16:48:49.8348362Z
1417393761,38974,47,1421022733,1415783046,Workshop: Marketing 101,,,False,,,False,,Jeremy Mellor,1423749942,,,False,2026-08-24T16:48:50.6004806Z,,,test-025@seeddata.local,EUR,1415710596,General Admission,0.0,Jeremy Mellor,False,False,,,,Jeremy Mellor,c5fad02b-6a10-4661-b652-2b494faf0e21,Olena+e2@nexudus.com,2026-08-24T16:48:50.7411042Z
1417393762,,48,1421022733,1415783043,Yoga Wednesday,,,False,,,True,,Jessica Dixon,1423749948,,,False,2026-08-24T16:48:51.5223583Z,,,test-038@seeddata.local,EUR,1415710575,General Admission,10.0,Jessica Dixon,False,False,,,,Jessica Dixon,60d637fd-c3ae-4d31-8711-1323650ab76d,Olena+e2@nexudus.com,2026-08-24T16:48:51.5223583Z
1417394165,,49,1421022733,1415783466,Portfolio Review Session,,,False,,,True,,Jessica Dixon,1423749948,,,False,2026-08-24T16:48:52.2919454Z,,,test-038@seeddata.local,EUR,1415710607,General Admission,15.0,Jessica Dixon,False,False,,,,Jessica Dixon,b482cb51-500e-4bfc-8771-9db5d74226ba,Olena+e2@nexudus.com,2026-08-24T16:48:52.2919454Z
1417394166,,50,1421022733,1415783052,New Member Orientation,,,False,,,True,,Heather Thompson,1423750047,,,False,2026-08-24T16:48:53.0589739Z,,,test-036@seeddata.local,EUR,1415710597,General Admission,10.0,Heather Thompson,False,False,,,,Heather Thompson,9131b6cb-4e96-43b2-ad7f-6506c6cec1e7,Olena+e2@nexudus.com,2026-08-24T16:48:53.0589739Z
1417394167,24466,51,1421022733,1415783458,Demo Day,,,False,,,False,,Jessica Dixon,1423749948,,,False,2026-08-24T16:48:53.8565468Z,,,test-038@seeddata.local,EUR,1415710603,General Admission,0.0,Jessica Dixon,False,False,,,,Jessica Dixon,cbd37520-b3aa-4da2-8877-5267034daaf1,Olena+e2@nexudus.com,2026-08-24T16:48:54.0440289Z
1417393763,87644,52,1421022733,1415783044,Summer BBQ,,,False,,,False,,Jessica Dixon,1423749948,,,False,2026-08-24T16:48:54.7289546Z,,,test-038@seeddata.local,EUR,1415710393,General Admission,0.0,Jessica Dixon,False,False,,,,Jessica Dixon,4cb179b1-5a5a-4006-bb32-8531001e4fad,Olena+e2@nexudus.com,2026-08-24T16:48:54.8695817Z
1417393764,98297,53,1421022733,1415783464,Book Club,,,False,,,False,,Teresa Hopkins,1423747609,,,False,2026-08-24T16:48:55.5527033Z,,,test-005@seeddata.local,EUR,1415710606,General Admission,10.0,Teresa Hopkins,False,False,,,,Teresa Hopkins,33d32c45-a184-4d76-ba23-4bebd5e363f2,Olena+e2@nexudus.com,2026-08-24T16:48:55.61519Z
1417394168,94996,54,1421022733,1415783458,Demo Day,,,False,,,False,,Wayne Davidson,1423750055,,,False,2026-08-24T16:48:56.3234144Z,,,test-049@seeddata.local,EUR,1415710603,General Admission,0.0,Wayne Davidson,False,False,,,,Wayne Davidson,c1a78882-5888-4666-bcdc-86f660e33f26,Olena+e2@nexudus.com,2026-08-24T16:48:56.5109107Z
1417394169,39276,55,1421022733,1415783464,Book Club,,,False,,,False,,Wayne Davidson,1423750055,,,False,2026-08-24T16:48:57.2772838Z,,,test-049@seeddata.local,EUR,1415710606,General Admission,10.0,Wayne Davidson,False,False,,,,Wayne Davidson,785c205a-8790-46e6-8642-9603cec603fa,Olena+e2@nexudus.com,2026-08-24T16:48:57.3397687Z
1417394170,46492,56,1421022733,1415783053,Q3 Town Hall,,,False,,,False,,Rachael Byrne,1423750053,,,False,2026-08-24T16:48:58.0123084Z,,,test-047@seeddata.local,EUR,1415710394,General Admission,25.0,Rachael Byrne,False,False,,,,Rachael Byrne,fc754196-c667-4b71-8af9-8e3d1c390726,Olena+e2@nexudus.com,2026-08-24T16:48:58.0904113Z
1417394171,,57,1421022733,1415783043,Yoga Wednesday,,,False,,,True,,Gemma Ferguson,1423750038,,,False,2026-08-24T16:48:58.8248085Z,,,test-022@seeddata.local,EUR,1415710575,General Admission,10.0,Gemma Ferguson,False,False,,,,Gemma Ferguson,96716f2b-d3af-49e2-b55e-351e6e0c34fe,Olena+e2@nexudus.com,2026-08-24T16:48:58.8248085Z
1417394172,63472,58,1421022733,1415783469,New Year Kickoff Breakfast,,,False,,,False,,Teresa Hopkins,1423747609,,,False,2026-08-24T16:48:59.6692323Z,,,test-005@seeddata.local,EUR,1415710400,General Admission,15.0,Teresa Hopkins,False,False,,,,Teresa Hopkins,3e1b8adf-c400-4c1e-85a5-7ef86d389813,Olena+e2@nexudus.com,2026-08-24T16:48:59.8254788Z
1417393765,63874,59,1421022733,1415783458,Demo Day,,,False,,,False,,Wayne Davidson,1423750055,,,False,2026-08-24T16:49:00.539919Z,,,test-049@seeddata.local,EUR,1415710603,General Admission,0.0,Wayne Davidson,False,False,,,,Wayne Davidson,426ec5e0-a7a8-4ec7-9184-d388cc626682,Olena+e2@nexudus.com,2026-08-24T16:49:00.7117966Z
1417393766,23973,60,1421022733,1415783053,Q3 Town Hall,,,False,,,False,,Leslie Warner,1423750035,,,False,2026-08-24T16:49:01.5449649Z,,,test-017@seeddata.local,EUR,1415710394,General Admission,25.0,Leslie Warner,False,False,,,,Leslie Warner,4ae9f89a-49eb-43b5-89ba-d65a9202b612,Olena+e2@nexudus.com,2026-08-24T16:49:02.62381Z
