Id,BusinessId,CheckDeposited,CheckDepositedOn,CheckDepositedProductUniqueId,ClearFileDataFile,ClearForwardedFileDataFile,ClearScannedFileDataFile,ClearSignatureFile,Collected,CollectedOn,CollectedProductUniqueId,ContractContactEmail,ContractContactFullName,ContractContactId,CoworkerBillingName,CoworkerCompanyName,CoworkerCoworkerType,CoworkerEmail,CoworkerFullName,CoworkerId,CoworkerTeamNames,CreatedOn,CustomFields,DeliveryIndex,DeliveryType,FileDataFileName,Forwarded,ForwardedFileDataFileName,ForwardedOn,ForwardedProductUniqueId,ForwardingAddressUniqueId,HandlingPreference,IsNew,LocalizationDetails,Location,Name,NewFileDataUrl,NewForwardedFileDataUrl,NewScannedFileDataUrl,NewSignatureUrl,Notes,Processed,ReceivedBy,Recycled,RecycledOn,RecycledProductUniqueId,RequiresSignature,ReturnedToSender,ReturnedToSenderOn,ReturnedToSenderProductUniqueId,Scanned,ScannedFileDataFileName,ScannedOn,ScannedProductUniqueId,Shredded,ShreddedOn,ShreddedProductUniqueId,SignatureFileName,Signed,StoredForCollection,StoredForCollectionOn,StoredForCollectionProductUniqueId,SystemId,ToStringText,UniqueId,UpdatedBy,UpdatedOn
1417149173,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-047@seeddata.local,Rachael Byrne,1423750053,,2026-08-24T16:43:04.0229769Z,,11,1,,False,,,,,1,False,,Reception,Postcard,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Postcard,69b0ef37-0565-4881-a439-34b395d3220b,Olena+e2@nexudus.com,2026-08-24T16:43:04.6636126Z
1417149175,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-006@seeddata.local,Mary Higgins,1423747909,CloudNine Labs,2026-08-24T16:43:06.6430987Z,,12,1,,False,,,,,1,False,,Reception,Tax Document,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Tax Document,1c345507-8b33-4218-b789-8cbc764f971f,Olena+e2@nexudus.com,2026-08-24T16:43:06.9397557Z
1417149176,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-006@seeddata.local,Mary Higgins,1423747909,CloudNine Labs,2026-08-24T16:43:09.0806397Z,,13,1,,False,,,,,1,False,,Reception,Tax Document,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Tax Document,841b9674-f4ad-4efd-a8b8-c02cb44986dd,Olena+e2@nexudus.com,2026-08-24T16:43:09.2154569Z
1417149177,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-005@seeddata.local,Teresa Hopkins,1423747609,Acme Corp,2026-08-24T16:43:10.0345093Z,,14,1,,False,,,,,1,False,,Reception,Tax Document,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Tax Document,c1706fde-42c8-4638-8dc8-7e091e0c8b5a,Olena+e2@nexudus.com,2026-08-24T16:43:10.3294984Z
1417149178,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-031@seeddata.local,Ellie Lee,1423750045,CloudNine Labs,2026-08-24T16:43:12.3266075Z,,15,1,,False,,,,,1,False,,Reception,Postcard,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Postcard,95793826-277e-4b3a-874c-a6c078482d90,Olena+e2@nexudus.com,2026-08-24T16:43:12.4672182Z
1417149179,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-034@seeddata.local,Bruce Cross,1423749945,,2026-08-24T16:43:14.5720675Z,,16,2,,False,,,,,1,False,,Reception,Equipment Delivery,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Equipment Delivery,7e71d93c-26cf-42ec-a27c-5dcc4fd72e93,Olena+e2@nexudus.com,2026-08-24T16:43:14.6970766Z
1417149685,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-009@seeddata.local,Heather Ryan,1423749934,Bright Studio,2026-08-24T16:43:16.6196247Z,,17,2,,False,,,,,7,False,,Reception,Equipment Delivery,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Equipment Delivery,c9225fd7-3a88-4417-9257-1b5fb36a0f6e,Olena+e2@nexudus.com,2026-08-24T16:43:16.8703558Z
1417149689,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-004@seeddata.local,Sian Cox,1423747908,CloudNine Labs,2026-08-24T16:43:41.2855176Z,,18,2,,False,,,,,2,False,,Reception,Gift Package,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Gift Package,087ae020-caf3-4131-9224-9625f94540eb,Olena+e2@nexudus.com,2026-08-24T16:43:41.4483495Z
1417149690,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-001@seeddata.local,Stanley Griffiths,1423747907,Acme Corp,2026-08-24T16:43:43.437512Z,,19,2,,False,,,,,2,False,,Reception,Office Supplies Box,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Office Supplies Box,5bf21d0c-52ed-477d-be79-18a65672d88d,Olena+e2@nexudus.com,2026-08-24T16:43:43.5952065Z
1417149691,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-043@seeddata.local,Suzanne Phillips,1423750049,,2026-08-24T16:43:45.5120708Z,,20,2,,False,,,,,8,False,,Reception,Office Supplies Box,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Office Supplies Box,694d405a-8ccc-49d9-9040-57327e9228d7,Olena+e2@nexudus.com,2026-08-24T16:43:45.6995637Z
1417149692,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-047@seeddata.local,Rachael Byrne,1423750053,,2026-08-24T16:43:46.4074915Z,,21,2,,False,,,,,1,False,,Reception,Amazon Parcel,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Amazon Parcel,a857ad2e-0db7-45f2-b4f0-f3653e04cdc6,Olena+e2@nexudus.com,2026-08-24T16:43:46.5324862Z
1417149693,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-012@seeddata.local,Francesca White,1423747912,Delta Ventures,2026-08-24T16:43:48.5373191Z,,22,2,,False,,,,,7,False,,Reception,Office Supplies Box,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Office Supplies Box,a480c531-72d6-4963-9532-17cfa9750729,Olena+e2@nexudus.com,2026-08-24T16:43:48.6462988Z
1417149694,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-003@seeddata.local,Diane Newman,1423747608,Delta Ventures,2026-08-24T16:43:50.6258161Z,,23,2,,False,,,,,9,False,,Reception,Amazon Parcel,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Amazon Parcel,46060bb5-fcf0-44d1-8b79-a3952ec9696a,Olena+e2@nexudus.com,2026-08-24T16:43:50.839184Z
1417149695,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-004@seeddata.local,Sian Cox,1423747908,CloudNine Labs,2026-08-24T16:43:52.9444034Z,,24,2,,False,,,,,1,False,,Reception,Office Supplies Box,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Office Supplies Box,5e97953b-e368-4974-a70d-03a449f997fe,Olena+e2@nexudus.com,2026-08-24T16:43:53.1475601Z
1417149696,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-028@seeddata.local,Jacob Robinson,1423750042,Delta Ventures,2026-08-24T16:43:53.8975322Z,,25,2,,False,,,,,1,False,,Reception,Equipment Delivery,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Equipment Delivery,212d719f-0e03-4781-96f4-637ab22b2ec4,Olena+e2@nexudus.com,2026-08-24T16:43:53.9912983Z
1417149697,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-002@seeddata.local,Ashley Smith,1423747607,Acme Corp,2026-08-24T16:43:55.9715623Z,,26,2,,False,,,,,1,False,,Reception,Equipment Delivery,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Equipment Delivery,5b0ce862-cb4e-450d-bb47-18388824a9e4,Olena+e2@nexudus.com,2026-08-24T16:43:56.1590528Z
1417149698,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-019@seeddata.local,Leigh Butler,1423750036,Delta Ventures,2026-08-24T16:43:58.0852237Z,,27,2,,False,,,,,1,False,,Reception,Amazon Parcel,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Amazon Parcel,61ef7e3e-a4e5-44f7-aa2b-b1893494a7a7,Olena+e2@nexudus.com,2026-08-24T16:43:58.2414541Z
1417149699,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-002@seeddata.local,Ashley Smith,1423747607,Acme Corp,2026-08-24T16:43:59.2890559Z,,28,3,,False,,,,,1,False,,Reception,Refund Check,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Refund Check,3c714ef5-4a66-403c-8ce7-bc08545b912d,Olena+e2@nexudus.com,2026-08-24T16:43:59.3984554Z
1417149700,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-003@seeddata.local,Diane Newman,1423747608,Delta Ventures,2026-08-24T16:44:01.6225473Z,,29,3,,False,,,,,1,False,,Reception,Client Payment Check,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Client Payment Check,109f66e6-5852-4dc1-93a0-5b39a5c066b1,Olena+e2@nexudus.com,2026-08-24T16:44:01.794419Z
1417149701,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-017@seeddata.local,Leslie Warner,1423750035,Bright Studio,2026-08-24T16:44:03.8860851Z,,30,3,,False,,,,,1,False,,Reception,Refund Check,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Refund Check,1eb865c3-e410-4538-aa0f-9de78109d7d5,Olena+e2@nexudus.com,2026-08-24T16:44:04.0015709Z
1417149703,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-028@seeddata.local,Jacob Robinson,1423750042,Delta Ventures,2026-08-24T16:44:08.326237Z,,31,4,,False,,,,,2,False,,Reception,Marketing Flyer,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Marketing Flyer,3bb173da-ff13-4e86-8dba-287364c4b481,Olena+e2@nexudus.com,2026-08-24T16:44:08.7980261Z
1417149704,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-010@seeddata.local,Victor Harrison,1423747911,Acme Corp,2026-08-24T16:44:10.6988789Z,,32,4,,False,,,,,1,False,,Reception,Marketing Flyer,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Marketing Flyer,be53a659-4eea-477e-9556-336bf01d4bec,Olena+e2@nexudus.com,2026-08-24T16:44:10.9019933Z
1417149705,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-009@seeddata.local,Heather Ryan,1423749934,Bright Studio,2026-08-24T16:44:11.7946375Z,,33,4,,False,,,,,8,False,,Reception,Trade Show Brochure,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Trade Show Brochure,6e0dad5b-7ae1-40a0-9c91-03771047fb91,Olena+e2@nexudus.com,2026-08-24T16:44:11.9196208Z
1417149706,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-021@seeddata.local,Paula Harvey,1423750037,Echo Digital,2026-08-24T16:44:13.839987Z,,34,4,,False,,,,,2,False,,Reception,Marketing Flyer,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Marketing Flyer,dbf19026-3ab2-403f-bdbc-752a14478cfd,Olena+e2@nexudus.com,2026-08-24T16:44:13.9649973Z
1417149708,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-012@seeddata.local,Francesca White,1423747912,Delta Ventures,2026-08-24T16:44:42.225785Z,,35,4,,False,,,,,7,False,,Reception,Marketing Flyer,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Marketing Flyer,b560f21e-3320-449a-9b7a-79fb4c6f2446,Olena+e2@nexudus.com,2026-08-24T16:44:42.3663898Z
1417149709,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-043@seeddata.local,Suzanne Phillips,1423750049,,2026-08-24T16:44:44.3052498Z,,36,5,,False,,,,,1,False,,Reception,Sample Package,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Sample Package,8744e916-8aff-4be0-b0de-13a857346194,Olena+e2@nexudus.com,2026-08-24T16:44:44.4458893Z
1417149710,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-049@seeddata.local,Wayne Davidson,1423750055,,2026-08-24T16:44:46.3691462Z,,37,5,,False,,,,,1,False,,Reception,Sample Package,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Sample Package,32d3f68c-9b0a-4535-987d-4b5c5b907d4e,Olena+e2@nexudus.com,2026-08-24T16:44:46.5884793Z
1417149711,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-035@seeddata.local,Josephine Hammond,1423749946,,2026-08-24T16:44:47.3566485Z,,38,5,,False,,,,,1,False,,Reception,Unlabeled Box,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Unlabeled Box,4dcc8cb8-0dbe-449c-8327-d52743d606d2,Olena+e2@nexudus.com,2026-08-24T16:44:47.4503832Z
1417149712,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-037@seeddata.local,Lesley Humphries,1423749947,,2026-08-24T16:44:49.4577204Z,,39,5,,False,,,,,1,False,,Reception,Sample Package,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Sample Package,bdb92e2d-5eee-49fd-a71c-b68b03813040,Olena+e2@nexudus.com,2026-08-24T16:44:49.6296127Z
1417149713,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-015@seeddata.local,Kerry White,1423749938,CloudNine Labs,2026-08-24T16:44:50.4421358Z,,40,5,,False,,,,,1,False,,Reception,Sample Package,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Sample Package,13adbf86-95d1-44dc-8370-79b7a1553491,Olena+e2@nexudus.com,2026-08-24T16:44:50.5983907Z
