Id,AutoTransferToStorecove,AutoTransferToXeroOrQuickBooks,BillToAddress,BillToBankAccount,BillToCity,BillToCountryId,BillToCountryName,BillToCountryTwoDigitsCode,BillToFax,BillToName,BillToPhone,BillToPostCode,BillToState,BillToTaxIDNumber,BusinessId,BusinessName,ContractGuid,CoworkerBillingEmail,CoworkerCardNumber,CoworkerCompanyName,CoworkerDoNotProcessInvoicesAutomatically,CoworkerEnableGoCardlessPayments,CoworkerFullName,CoworkerGoCardlessContractNumber,CoworkerId,CoworkerNotifyOnFailedPayment,CoworkerNotifyOnNewInvoice,CoworkerNotifyOnNewPayment,CoworkerRegularPaymentContractNumber,CoworkerRegularPaymentProvider,CoworkerTeamNames,CreatedOn,CreditNote,CreditedAmount,CreditedInvoiceId,CurrencyCode,CurrencyId,CustomData,CustomFields,Description,DiscountAmount,DiscoveredInvoiceId,DoNotApplyCreditAutomatically,Draft,DueAmount,DueDate,DueDateFormated,GoCardlessReference,HasTemporaryInvoiceNumber,InvoiceFromDate,InvoiceLines,InvoiceNumber,InvoiceToDate,IsDue,IsNew,LocalizationDetails,MoloniInvoiceTransferred,MoloniPaymentTransferred,NexKioskTransactionId,OriginalInvoiceGuid,OriginalInvoiceId,Paid,PaidAmount,PaidOn,PaymentReference,PurchaseOrder,QuickbooksInvoiceTransfered,QuickbooksPaymentTransfered,ReceivedAmount,Refunded,RefundedAmount,RefundedOn,Sent,SentOn,StorecoveInvoiceStatus,StorecoveUniqueId,SystemId,TaxAmount,ToStringText,TotalAmount,TotalAmountFormated,UniqueId,UpdatedBy,UpdatedOn,Void,WaitingForInvoiceNumber,XeroInvoiceTransfered,XeroPaymentTransfered
1429950726,False,False,Not Available,,Not Available,1195,Spain,ES,,Heather Ryan,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),05d57e40-8523-4290-87a0-5c3f06ee7d2b,,,,False,False,Heather Ryan,,1423807133,True,True,True,,1,Bright Studio,2026-08-25T19:55:06Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Storage Locker, Flex Fortnightly (Leslie Warner), Parking Space (Leslie Warner), Hot Desk Monthly (Irene Wilson), Hot Desk Monthly (Jeremy Mellor), Dedicated Desk Monthly (Jeremy Mellor), Private Office Annual (Irene Wilson), Flex Weekly (Gemma Ferguson), Hot Desk Monthly (Gemma Elliott), Mail Handling (Gemma Elliott), - AV Equipment (Jeremy Mellor), Summer BBQ: General Admission (Gemma Ferguson) (Gemma Ferguson), 10-Visit Pass [25/08/2026] (Gemma Elliott), Evening Pass [25/08/2026] (Gemma Ferguson), Half Day Pass [25/08/2026] (Jeremy Mellor), 10-Visit Pass [25/08/2026], Day Pass [25/08/2026] (Irene Wilson), Mail Handling, Book Club: General Admission (Irene Wilson) (Irene Wilson), Product Demo Night: General Admission (Jeremy Mellor) (Jeremy Mellor), Holiday Party: General Admission (Leslie Warner) (Leslie Warner), Holiday Party: General Admission (Irene Wilson) (Irene Wilson)",0.0,1429950726,False,False,14100.45,2026-08-28T19:55:06Z,8/28/2026 7:55 PM,,False,2024-11-24T23:00:00Z,,INV-0011,2024-12-24T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0011,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0011,14100.45,14100.45,a5ee8b33-8983-4d05-b7a2-7cd27a22db96,Olena+e2@nexudus.com,2026-08-25T19:55:06Z,False,False,False,False
1429950727,False,False,Not Available,,Not Available,1195,Spain,ES,,Jay Rees,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),0f98fec6-9c3f-4f79-b7ea-91d954ffc7f0,,,,False,False,Jay Rees,,1423806949,True,True,True,,1,Echo Digital,2026-08-25T19:55:10Z,False,0.0,,EUR,3003,,,Mail Handling,0.0,1429950727,False,False,20.0,2026-08-28T19:55:10Z,8/28/2026 7:55 PM,,False,2025-05-29T22:00:00Z,,INV-0012,2025-06-29T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0012,,False,False,0.0,False,0.0,,True,2026-08-25T19:55:10Z,1,,,0.0,INV-0012,20.0,20.00,fdc5f1ad-e46a-44a8-a49d-42451618e82d,Olena+e2@nexudus.com,2026-08-25T19:55:10Z,False,False,False,False
1429951334,False,False,Not Available,,Not Available,1195,Spain,ES,,Jessica White,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),53883c56-d800-4a32-9239-ef13b2d71f9a,,,,False,False,Jessica White,,1423806951,True,True,True,,1,Echo Digital,2026-08-25T19:55:11Z,False,0.0,,EUR,3003,,,Storage Locker,0.0,1429951334,False,False,30.0,2026-08-28T19:55:11Z,8/28/2026 7:55 PM,,False,2024-09-28T22:00:00Z,,INV-0013,2024-10-05T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0013,,False,False,0.0,False,0.0,,True,2026-08-25T19:55:11Z,1,,,0.0,INV-0013,30.0,30.00,ef346d7d-6b3a-4057-811d-12cc1a7dd43d,Olena+e2@nexudus.com,2026-08-25T19:55:11Z,False,False,False,False
1429951335,False,False,Not Available,,Not Available,1195,Spain,ES,,Rhys Davies,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),099e26e9-e2c1-4b7c-ac3b-03d68ad48aa3,,,,False,False,Rhys Davies,,1423806952,True,True,True,,1,Echo Digital,2026-08-25T19:55:12Z,False,0.0,,EUR,3003,,,Storage Locker,0.0,1429951335,False,False,30.0,2026-08-28T19:55:12Z,8/28/2026 7:55 PM,,False,2025-06-12T22:00:00Z,,INV-0014,2025-06-26T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0014,,False,False,0.0,False,0.0,,True,2026-08-25T19:55:12Z,1,,,0.0,INV-0014,30.0,30.00,24e8a838-355f-46cf-a4be-0bf6c7594d91,Olena+e2@nexudus.com,2026-08-25T19:55:12Z,False,False,False,False
1429951336,False,False,Not Available,,Not Available,1195,Spain,ES,,Samantha Quinn,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),1657f767-e59a-49fc-a23b-effc1bee7fee,,,,False,False,Samantha Quinn,,1423807134,True,True,True,,1,Echo Digital,2026-08-25T19:55:14Z,False,0.0,,EUR,3003,,,"Flex Weekly (Jessica White), Private Office Large, Hot Desk Quarterly (Jessica White), Dedicated Desk Monthly (Jay Rees), Flex Fortnightly (Rhys Davies), Dedicated Desk Monthly (Sarah Reed), Parking Space (Sarah Reed), Flex Fortnightly (Paula Harvey), Mail Handling (Paula Harvey), Private Office Large (Jay Rees), Dedicated Desk Monthly (Janice Glover), - AV Equipment, Investor Pitch Night: General Admission (Jay Rees) (Jay Rees), Workshop: Startup Finance: General Admission (Samantha Quinn), Weekly Networking Lunch: General Admission (Samantha Quinn), Coffee & Networking: General Admission (Paula Harvey) (Paula Harvey), Half Day Pass [25/08/2026] (Jay Rees), Half Day Pass [25/08/2026], Half Day Pass [25/08/2026] (Paula Harvey), Half Day Pass [25/08/2026] (Janice Glover), Day Pass [25/08/2026] (Sarah Reed), Half Day Pass [25/08/2026] (Rhys Davies), Demo Day: General Admission (Jessica White) (Jessica White), Demo Day: General Admission (Janice Glover) (Janice Glover), Demo Day: General Admission (Paula Harvey) (Paula Harvey)",0.0,1429951336,False,False,6156.87,2026-08-28T19:55:14Z,8/28/2026 7:55 PM,,False,2025-02-04T23:00:00Z,,INV-0015,2025-03-04T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0015,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0015,6156.87,6156.87,c9a4dae5-bbe7-4646-87c9-45af31714b1c,Olena+e2@nexudus.com,2026-08-25T19:55:14Z,False,False,False,False
1429950619,False,False,Not Available,,Not Available,1195,Spain,ES,,Francesca White,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),2ea47e1e-3154-4e0a-89fd-6878233ad8fa,,,,False,False,Francesca White,,1423806943,True,True,True,,1,Delta Ventures,2026-08-25T19:55:16Z,False,0.0,,EUR,3003,,,"Private Office Small, New Member Orientation: General Admission (Francesca White), Evening Pass [25/08/2026], Storage Locker",0.0,1429950619,False,False,1250.0,2026-08-28T19:55:16Z,8/28/2026 7:55 PM,,False,2025-02-08T23:00:00Z,,INV-0016,2025-03-08T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0016,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0016,1250.0,1250.00,2e65f82d-d4cf-4b95-8e77-49f4a545324f,Olena+e2@nexudus.com,2026-08-25T19:55:16Z,False,False,False,False
1429950620,False,False,Not Available,,Not Available,1195,Spain,ES,,Kerry White,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),c2034b47-1027-4fec-b92a-064d48bdd135,,,,False,False,Kerry White,,1423807136,True,True,True,,1,CloudNine Labs,2026-08-25T19:55:19Z,False,0.0,,EUR,3003,,,"Private Office Large, Wellness Wednesday: Meditation: General Admission (Kerry White), Evening Pass [25/08/2026]",0.0,1429950620,False,False,2010.0,2026-08-28T19:55:19Z,8/28/2026 7:55 PM,,False,2025-02-05T23:00:00Z,,INV-0017,2025-03-05T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0017,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0017,2010.0,2010.00,f85ef5b7-339d-4c62-868f-53582cf1e76e,Olena+e2@nexudus.com,2026-08-25T19:55:19Z,False,False,False,False
1429950621,False,False,Not Available,,Not Available,1195,Spain,ES,,Leigh Butler,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),d8fcb41e-c8fa-433d-908b-60666b7f302a,,,,False,False,Leigh Butler,,1423806946,True,True,True,,1,Delta Ventures,2026-08-25T19:55:23Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Storage Locker, - AV Equipment, Summer BBQ: General Admission (Leigh Butler), New Member Orientation: General Admission (Leigh Butler), Half Day Pass [25/08/2026]",0.0,1429950621,False,False,430.0,2026-08-28T19:55:23Z,8/28/2026 7:55 PM,,False,2026-06-01T22:00:00Z,,INV-0018,2026-07-01T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0018,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0018,430.0,430.00,2f700559-2325-4b4d-8b40-39c29a9ab2cf,Olena+e2@nexudus.com,2026-08-25T19:55:23Z,False,False,False,False
1429950622,False,False,Not Available,,Not Available,1195,Spain,ES,,Billy Norton,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),23fa1f46-b5ce-4acd-9a0f-b4473d61fae1,,,,False,False,Billy Norton,,1423807141,True,True,True,,1,Delta Ventures,2026-08-25T19:55:26Z,False,0.0,,EUR,3003,,,"Hot Desk Quarterly, Parking Space, Day Pass [25/08/2026]",0.0,1429950622,False,False,500.0,2026-08-28T19:55:26Z,8/28/2026 7:55 PM,,False,2026-07-17T22:00:00Z,,INV-0019,2026-10-17T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0019,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0019,500.0,500.00,54b90b5d-5d5d-4b8f-ac14-b3ecd8e3bcf4,Olena+e2@nexudus.com,2026-08-25T19:55:26Z,False,False,False,False
1429950623,False,False,Not Available,,Not Available,1195,Spain,ES,,Dylan Young,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),58cae1f6-208f-465a-94fd-3dda8406c288,,,,False,False,Dylan Young,,1423806948,True,True,True,,1,CloudNine Labs,2026-08-25T19:55:28Z,False,0.0,,EUR,3003,,,"Hot Desk Monthly, Mail Handling, Yoga Wednesday: General Admission (Dylan Young), Day Pass [25/08/2026], Mail Handling",0.0,1429950623,False,False,230.0,2026-08-28T19:55:27Z,8/28/2026 7:55 PM,,False,2026-07-24T22:00:00Z,,INV-0020,2026-08-24T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0020,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0020,230.0,230.00,89edcb01-b3d0-460a-9c91-2abd41f515fc,Olena+e2@nexudus.com,2026-08-25T19:55:28Z,False,False,False,False
1429951337,False,False,Not Available,,Not Available,1195,Spain,ES,,Jacob Robinson,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),f27b265f-94a0-4c07-8bdb-e26c04644488,,,,False,False,Jacob Robinson,,1423807144,True,True,True,,1,Delta Ventures,2026-08-25T19:55:31Z,False,0.0,,EUR,3003,,,"Hot Desk Quarterly, Evening Pass [25/08/2026], Parking Space",0.0,1429951337,False,False,485.0,2026-08-28T19:55:31Z,8/28/2026 7:55 PM,,False,2025-07-16T22:00:00Z,,INV-0021,2025-10-16T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0021,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0021,485.0,485.00,d2d2747f-f4e9-40d4-934f-68f9b4276fe7,Olena+e2@nexudus.com,2026-08-25T19:55:31Z,False,False,False,False
1429950624,False,False,Not Available,,Not Available,1195,Spain,ES,,Megan Taylor,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),1080208f-20a1-40c8-8477-0548758ede29,,,,False,False,Megan Taylor,,1423806950,True,True,True,,1,CloudNine Labs,2026-08-25T19:55:32Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Weekly Networking Lunch: General Admission (Megan Taylor), New Member Orientation: General Admission (Megan Taylor), Day Pass [25/08/2026], Storage Locker, Q3 Town Hall: General Admission (Megan Taylor), Book Club: General Admission (Megan Taylor), Demo Day: General Admission (Megan Taylor), Holiday Party: General Admission (Megan Taylor)",0.0,1429950624,False,False,475.0,2026-08-28T19:55:32Z,8/28/2026 7:55 PM,,False,2025-04-22T22:00:00Z,,INV-0022,2025-05-22T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0022,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0022,475.0,475.00,0e9fe604-e1f2-4349-bc49-242873bb2146,Olena+e2@nexudus.com,2026-08-25T19:55:33Z,False,False,False,False
1429950625,False,False,Not Available,,Not Available,1195,Spain,ES,,Jessica Dixon,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),27d40a66-cc2f-4b36-856b-8499859b7478,,,,False,False,Jessica Dixon,,1423807150,True,True,True,,1,,2026-08-25T19:55:34Z,False,0.0,,EUR,3003,,,"Dedicated Desk Monthly, Monthly All-Hands: General Admission (Jessica Dixon), Demo Day: General Admission (Jessica Dixon)",0.0,1429950625,False,False,375.0,2026-08-28T19:55:34Z,8/28/2026 7:55 PM,,False,2025-05-01T22:00:00Z,,INV-0023,2025-06-01T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0023,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0023,375.0,375.00,63be551b-9aea-4619-b60e-2ccf970a5b67,Olena+e2@nexudus.com,2026-08-25T19:55:34Z,False,False,False,False
1429950626,False,False,Not Available,,Not Available,1195,Spain,ES,,Stanley Holmes,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),c00a93a6-9bbb-4b8e-afa4-85f016600c9c,,,,False,False,Stanley Holmes,,1423807151,True,True,True,,1,,2026-08-25T19:55:36Z,False,0.0,,EUR,3003,,,"Hot Desk Monthly, Day Pass [25/08/2026], Product Demo Night: General Admission (Stanley Holmes)",0.0,1429950626,False,False,185.0,2026-08-28T19:55:35Z,8/28/2026 7:55 PM,,False,2025-04-06T22:00:00Z,,INV-0024,2025-05-06T22:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0024,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0024,185.0,185.00,2472fbff-a696-41ba-aa0d-df75d36ee1f1,Olena+e2@nexudus.com,2026-08-25T19:55:36Z,False,False,False,False
1429951338,False,False,Not Available,,Not Available,1195,Spain,ES,,Gerald Richardson,,Not Available,Not Available,,1421022733,MAIN_E2 (PARENT Location),b40c2658-bbc4-46af-905f-2c19a1fc54d5,,,,False,False,Gerald Richardson,,1423807152,True,True,True,,1,,2026-08-25T19:55:37Z,False,0.0,,EUR,3003,,,"Flex Fortnightly, Half Day Pass [25/08/2026], Parking Space",0.0,1429951338,False,False,340.0,2026-08-28T19:55:37Z,8/28/2026 7:55 PM,,False,2025-01-31T23:00:00Z,,INV-0025,2025-02-14T23:00:00Z,False,False,,False,False,,,,False,0.0,,INV-0025,,False,False,0.0,False,0.0,,False,,1,,,0.0,INV-0025,340.0,340.00,1a2bb966-a6b4-4d82-a175-d21d8f5813e4,Olena+e2@nexudus.com,2026-08-25T19:55:37Z,False,False,False,False
